dim_error_um,surface_ra_um,hardness_hv,roundness_um,threadfit_score,weight_g,machine_age_yrs,supplier,reject_recorded,reject
0.0,2.03,235.0,5.62,0.435,250.6,1.2,A,0,0
6.44,2.79,219.0,4.38,-1.057,247.9,3.5,A,0,0
11.15,2.69,219.0,8.27,-0.279,253.8,6.2,B,0,0
7.25,2.05,244.0,6.26,-0.384,255.5,2.4,B,0,0
9.49,2.92,242.0,5.43,-0.136,246.5,2.3,A,0,0
10.89,2.81,220.0,3.97,0.658,244.0,4.6,B,0,0
0.0,3.12,212.0,7.27,-0.856,245.9,9.0,C,1,0
5.29,3.12,198.0,3.56,1.078,255.6,8.4,C,1,0
7.85,3.25,216.0,2.72,-1.452,241.4,0.8,A,0,0
7.33,4.22,209.0,4.5,-0.826,245.9,11.6,C,0,0
6.85,3.71,181.0,10.37,-0.92,247.9,9.0,C,1,1
6.85,2.48,200.0,1.06,0.363,256.1,4.2,A,0,0
0.0,1.75,204.0,3.78,-1.483,245.2,0.5,A,0,0
8.24,2.86,240.0,6.71,-0.704,246.1,6.0,A,0,0
13.14,3.39,217.0,5.88,0.097,240.9,10.0,C,0,0
10.05,1.8,243.0,4.96,1.779,248.3,1.6,A,0,0
5.34,4.49,226.0,6.8,-0.11,254.6,10.6,C,0,0
7.0,3.32,204.0,7.41,-0.664,245.7,4.7,B,0,0
6.48,2.76,218.0,8.18,-0.829,258.0,8.4,C,0,0
7.36,2.96,212.0,8.45,-1.4,252.9,3.7,B,0,0
8.67,3.22,242.0,5.18,0.383,252.2,4.6,B,0,0
8.67,1.57,227.0,6.44,0.127,259.7,1.6,A,0,0
13.68,3.62,212.0,3.02,0.044,247.1,8.5,C,0,0
11.2,2.14,232.0,2.68,0.055,240.8,2.2,A,1,1
13.53,2.6,219.0,7.34,0.555,249.0,6.6,B,0,0
6.64,1.93,219.0,5.56,-1.459,258.7,1.4,A,0,0
7.63,2.47,197.0,4.62,-0.158,250.5,5.1,A,0,0
1.5,2.12,198.0,11.31,-0.804,249.3,4.1,B,0,0
6.61,3.06,225.0,4.44,0.012,247.3,6.8,B,0,0
9.1,3.32,218.0,4.49,-1.815,252.2,4.5,B,0,0
11.08,3.3,209.0,5.37,0.778,244.8,7.1,B,0,0
9.09,4.28,208.0,4.69,0.629,242.5,9.6,C,0,0
5.9,4.05,233.0,3.03,-0.234,247.0,10.3,C,1,0
7.44,3.33,225.0,9.75,-0.814,259.7,8.9,C,0,0
2.62,3.6,219.0,5.25,1.582,264.3,7.9,C,0,0
0.96,2.66,229.0,8.1,-0.139,249.9,6.2,C,0,0
5.72,3.54,217.0,7.15,-0.647,242.3,4.9,A,0,0
6.09,1.38,250.0,6.16,1.468,259.9,1.9,A,0,0
5.95,1.35,225.0,2.23,-0.698,241.4,0.8,A,0,0
14.53,2.82,219.0,8.29,0.006,246.7,1.0,A,1,1
6.67,3.15,225.0,4.98,0.117,251.5,6.5,A,0,0
1.93,3.26,209.0,8.34,1.504,250.8,6.8,C,0,0
12.35,3.11,221.0,5.86,0.846,250.3,8.9,C,1,0
10.2,2.39,212.0,6.45,0.068,250.6,4.8,A,0,0
7.82,3.03,220.0,8.71,-1.27,252.6,3.5,A,0,0
14.16,3.98,249.0,8.21,0.098,242.9,9.6,C,1,1
10.57,3.42,227.0,6.58,0.893,254.6,8.9,C,1,0
0.85,2.98,215.0,5.55,0.955,256.1,5.3,B,0,0
3.0,2.99,226.0,8.64,0.273,244.3,4.0,A,0,0
13.18,3.97,236.0,2.47,-0.586,251.3,6.1,A,1,1
11.29,1.66,236.0,5.63,1.003,240.2,3.1,B,0,0
12.92,1.83,241.0,7.18,-2.202,245.6,3.8,A,1,1
9.98,3.47,222.0,9.29,1.549,251.0,6.7,B,1,1
5.7,4.78,206.0,10.49,-0.285,252.1,11.7,C,1,1
10.43,2.03,238.0,5.85,0.326,240.5,4.8,B,0,0
3.14,2.2,210.0,4.74,1.087,247.7,1.6,B,0,0
8.21,2.42,217.0,1.99,-0.997,248.6,3.0,A,0,0
6.01,2.32,216.0,7.06,0.692,249.0,1.9,A,0,0
3.7,2.58,232.0,3.12,0.012,260.5,0.6,A,0,0
10.35,2.63,185.0,4.86,1.36,241.9,1.6,A,1,1
10.65,3.62,211.0,1.52,0.33,250.8,5.2,B,0,0
11.71,3.15,211.0,8.26,-0.871,247.9,5.2,B,1,1
13.89,3.17,207.0,8.24,0.565,256.1,3.1,A,1,1
6.82,4.18,211.0,9.48,-0.797,250.4,9.7,C,1,0
5.21,3.42,253.0,4.21,-1.204,256.4,9.2,C,0,0
8.43,2.46,245.0,10.36,-0.501,258.0,3.5,A,1,1
7.26,3.19,206.0,4.4,-0.344,253.9,9.4,C,0,0
10.77,1.44,217.0,7.13,-1.216,246.4,1.1,A,0,0
11.66,1.78,230.0,3.61,-0.304,250.5,4.2,A,0,0
6.84,2.87,259.0,7.26,0.855,251.6,2.7,B,0,0
2.23,2.27,230.0,10.73,-0.782,236.0,4.9,A,0,0
7.47,2.84,193.0,6.52,-1.318,256.1,3.1,A,0,0
11.47,3.16,242.0,8.26,-0.214,257.8,3.2,A,1,1
6.17,2.79,192.0,6.57,0.708,251.3,5.4,C,0,0
7.51,2.47,192.0,4.14,-0.368,246.6,0.5,A,0,0
6.62,2.48,221.0,5.77,1.843,249.3,4.6,B,0,0
8.95,1.81,253.0,3.7,0.559,250.7,2.3,A,0,0
9.3,2.61,252.0,3.7,-0.513,254.0,1.8,A,0,0
11.51,3.38,250.0,7.55,-0.808,241.9,7.5,C,1,1
11.16,3.0,210.0,5.7,-1.833,255.7,2.4,A,1,1
11.74,3.21,202.0,6.77,-0.305,255.5,5.2,B,1,1
10.23,1.64,214.0,6.71,-0.299,254.7,3.3,A,0,0
10.86,2.68,237.0,8.35,-0.245,248.6,3.5,B,1,1
9.52,3.13,207.0,1.91,2.231,261.4,3.0,A,1,1
7.21,4.47,198.0,6.52,0.426,265.6,9.7,C,1,0
10.08,3.65,246.0,3.89,0.69,240.8,7.2,B,0,0
6.01,2.17,255.0,4.13,0.925,247.2,1.8,B,0,0
6.77,2.75,209.0,10.11,0.453,256.7,3.5,B,0,0
0.08,3.02,232.0,4.14,-0.106,243.5,5.2,B,0,0
9.74,2.92,234.0,4.02,0.579,247.0,5.6,B,0,0
3.54,4.18,212.0,6.52,0.309,247.5,12.8,C,1,0
5.95,2.03,242.0,6.78,0.132,251.5,0.5,A,0,0
12.21,4.09,253.0,3.36,-0.785,248.5,4.7,B,1,1
8.74,2.48,245.0,5.93,-0.139,242.2,3.6,B,0,0
3.02,2.71,245.0,6.79,-0.138,255.8,4.8,B,0,0
9.96,2.54,196.0,2.65,-1.319,246.4,4.8,A,0,0
6.06,2.59,246.0,4.25,1.361,259.3,3.7,A,0,0
9.13,4.75,241.0,7.81,-1.349,246.9,12.1,C,1,1
6.9,1.79,222.0,5.95,0.88,247.2,5.8,B,0,0
9.76,3.8,206.0,8.47,-0.244,241.2,9.9,C,1,1
10.78,1.63,210.0,7.53,-1.1,247.7,2.9,A,1,1
4.9,1.94,208.0,7.67,0.578,250.6,3.7,A,0,0
4.0,3.07,204.0,6.28,-0.401,257.0,5.2,B,0,0
8.01,3.12,228.0,5.66,0.896,251.3,7.2,C,1,0
9.38,3.7,225.0,7.79,-1.095,243.7,8.5,C,1,0
12.62,3.08,211.0,5.32,-0.807,254.6,5.8,A,0,0
9.22,2.25,240.0,10.65,-0.551,258.9,5.9,B,1,1
5.87,2.4,228.0,5.8,-0.939,254.7,2.2,A,0,0
7.84,2.87,240.0,3.19,-0.317,249.1,9.1,C,0,0
10.02,3.1,205.0,6.15,-0.084,245.5,5.6,B,0,0
2.33,3.34,223.0,3.35,2.631,251.3,9.0,C,0,0
8.17,3.02,221.0,5.79,0.657,239.5,4.9,B,0,0
6.81,2.88,213.0,7.61,-0.76,246.9,7.8,B,0,0
6.5,2.29,217.0,5.52,0.794,255.6,2.7,B,0,0
11.8,3.27,244.0,8.64,-0.53,247.9,5.6,B,1,1
7.77,2.21,208.0,3.49,0.342,246.2,4.6,A,0,0
6.27,3.58,184.0,4.66,-0.3,254.8,8.3,C,0,0
7.63,2.45,215.0,6.51,-2.25,252.6,1.3,A,0,0
3.02,2.57,227.0,9.38,-1.003,255.5,7.9,C,0,0
6.61,2.28,218.0,4.64,-0.165,243.9,4.1,A,0,0
4.12,4.01,221.0,7.37,0.302,259.9,10.7,C,1,0
12.38,3.74,219.0,5.03,0.491,248.6,6.8,B,0,0
5.47,2.69,179.0,10.16,-0.85,251.4,2.8,A,1,1
5.25,3.99,216.0,4.52,-0.007,249.8,11.8,C,0,0
2.81,2.84,200.0,6.61,-0.989,248.7,2.3,A,0,0
13.0,3.26,186.0,4.25,1.628,248.3,5.2,A,1,1
9.15,2.68,199.0,3.71,-0.362,246.9,3.3,A,0,0
8.49,1.75,222.0,7.6,-0.849,251.4,2.1,A,0,0
8.49,3.3,221.0,3.6,0.084,258.4,9.9,C,1,0
7.44,2.97,248.0,5.82,-1.367,249.9,4.2,B,0,0
10.54,3.2,245.0,9.61,0.047,242.0,4.4,B,1,1
0.0,2.58,215.0,4.85,1.014,241.5,5.5,B,0,0
3.6,2.97,250.0,7.53,-0.583,251.6,7.7,C,0,0
10.88,2.6,229.0,6.27,-0.221,252.0,2.1,A,0,0
2.58,2.65,198.0,6.06,-1.401,252.4,7.7,C,0,0
7.96,1.88,229.0,5.15,1.318,254.3,2.7,A,0,0
8.54,2.68,227.0,6.33,0.298,247.2,2.8,B,0,0
11.44,1.75,207.0,3.34,-0.454,254.3,2.7,A,0,0
7.73,3.49,232.0,6.71,0.492,253.3,8.1,C,0,0
1.89,3.81,216.0,7.72,0.284,256.3,9.9,C,0,0
6.56,1.84,236.0,5.6,1.303,257.0,2.0,A,0,0
7.38,3.16,218.0,8.65,-0.489,253.5,8.3,C,0,0
10.48,3.72,225.0,7.65,-0.766,235.6,9.9,C,1,0
4.89,3.21,187.0,5.74,-0.894,247.4,5.9,B,0,0
12.72,2.85,210.0,1.96,0.603,260.7,4.6,A,0,0
11.64,1.78,211.0,9.86,0.358,242.9,4.6,A,1,1
5.31,4.59,236.0,4.97,-2.23,242.7,10.2,C,0,0
6.96,1.98,222.0,4.89,0.874,252.9,2.6,A,0,0
6.26,3.68,204.0,8.73,-0.844,251.9,10.2,C,1,0
8.73,3.32,234.0,7.07,2.054,258.5,5.8,B,1,1
9.36,1.38,196.0,2.22,0.024,250.5,2.8,A,0,0
6.64,2.84,232.0,4.62,-0.844,262.3,9.8,C,0,0
10.1,2.18,233.0,8.78,-0.936,258.6,2.6,B,0,0
9.54,2.31,237.0,7.29,1.336,252.5,3.4,A,0,0
7.85,3.61,203.0,8.27,-0.113,244.3,7.2,A,0,0
7.03,2.87,257.0,10.72,0.051,254.4,4.7,A,1,1
11.68,1.64,196.0,8.45,-0.407,252.7,2.6,A,1,1
15.02,2.25,204.0,7.34,-1.892,252.2,2.9,A,1,1
5.06,2.84,234.0,5.9,-0.665,251.3,4.4,A,0,0
0.01,2.19,219.0,4.3,0.518,256.0,2.7,A,0,0
10.66,2.78,211.0,7.8,2.466,246.3,5.1,A,1,1
6.03,2.09,214.0,3.44,-1.221,251.4,1.7,A,0,0
7.05,1.23,199.0,6.06,-2.083,239.5,2.0,A,0,0
12.59,2.11,214.0,9.39,-0.374,246.9,2.6,A,1,1
11.09,2.69,211.0,6.79,-0.999,262.1,2.8,A,0,0
7.96,2.57,220.0,4.92,-1.309,247.7,4.1,B,0,0
8.45,2.38,228.0,4.34,-0.93,257.4,3.3,A,0,0
7.44,3.56,228.0,4.06,-0.993,240.4,4.7,A,0,0
9.44,2.48,231.0,5.86,0.405,247.9,4.1,A,0,0
8.71,2.72,186.0,6.15,0.168,254.0,6.6,B,0,0
5.51,2.54,221.0,4.8,1.421,252.1,3.4,A,0,0
2.71,2.19,252.0,8.07,-3.67,264.0,4.0,B,1,1
2.45,3.97,218.0,6.76,0.4,259.6,13.0,C,1,0
10.62,3.65,232.0,5.25,0.807,251.5,5.1,C,1,0
10.11,1.79,216.0,6.31,-1.935,250.1,4.6,B,0,0
3.19,2.79,229.0,8.62,-0.978,253.3,3.8,B,0,0
3.49,2.35,226.0,6.42,-0.029,250.3,6.4,C,0,0
8.92,1.43,200.0,6.2,-1.192,251.7,2.4,A,0,0
14.36,2.43,205.0,6.2,-0.795,252.3,6.3,C,1,1
3.23,3.64,271.0,1.71,-1.114,251.6,11.3,C,0,0
6.87,2.48,233.0,5.34,-0.031,259.0,4.7,B,0,0
2.91,3.05,193.0,7.43,0.717,251.6,2.9,A,0,0
6.61,2.54,237.0,6.22,-0.889,252.8,2.4,A,0,0
5.57,3.91,237.0,10.3,-0.919,239.7,8.1,C,1,1
8.29,3.23,205.0,6.65,-1.164,261.9,9.3,B,0,0
5.37,1.16,221.0,7.09,0.561,247.3,1.9,A,0,0
7.06,2.97,234.0,6.24,0.28,252.6,5.6,A,0,0
12.03,2.8,216.0,7.95,0.803,253.4,1.7,B,1,1
11.65,3.44,241.0,7.33,1.178,240.7,10.5,C,1,1
8.51,2.68,187.0,6.36,-1.416,252.2,1.8,A,1,1
4.02,2.7,228.0,3.69,-1.229,249.6,8.3,C,0,0
5.45,3.07,243.0,7.17,1.869,251.4,3.6,A,1,1
11.93,2.65,214.0,10.36,0.546,247.8,5.1,A,1,1
7.64,3.97,220.0,3.02,-0.701,250.3,5.7,A,0,0
10.67,2.47,229.0,4.39,-0.364,236.9,6.7,A,0,0
11.77,2.09,247.0,8.31,-1.587,244.5,3.8,B,1,1
8.87,2.8,234.0,6.54,0.434,250.8,3.1,A,0,0
3.94,1.3,259.0,4.31,1.207,255.7,0.5,A,0,0
2.99,4.58,203.0,1.69,0.142,251.4,10.1,C,1,0
6.86,2.48,203.0,5.86,-0.556,251.7,3.1,A,0,0
6.23,1.38,229.0,4.63,-0.144,250.6,1.2,A,0,0
7.44,2.64,225.0,11.95,0.195,259.0,4.2,B,1,1
11.11,3.42,217.0,9.16,-0.03,251.7,8.1,C,1,1
4.8,2.6,233.0,4.02,-0.281,251.7,2.8,A,0,0
6.15,3.0,200.0,2.13,-1.076,252.1,4.8,B,0,0
10.02,3.34,195.0,6.66,1.718,261.1,6.0,B,1,1
6.82,2.06,208.0,4.35,0.166,257.5,4.8,A,0,0
11.61,2.33,245.0,6.5,1.489,237.2,2.5,A,1,1
6.67,1.8,220.0,7.11,-1.039,263.8,2.0,A,0,0
8.73,3.65,230.0,6.69,0.73,250.0,6.9,B,0,0
6.43,2.55,224.0,7.84,-0.177,247.4,2.5,A,0,0
13.72,2.0,230.0,9.17,0.035,243.3,3.2,A,1,1
3.29,1.72,202.0,7.73,-1.667,254.9,3.5,B,0,0
7.49,3.78,206.0,6.0,-0.116,262.8,4.1,B,0,0
4.23,3.42,225.0,5.61,0.308,257.8,9.2,C,0,0
8.2,3.36,223.0,6.11,-0.858,248.0,9.1,C,1,0
8.08,2.97,213.0,2.57,0.619,242.2,3.7,B,0,0
5.2,2.17,200.0,6.33,0.711,251.4,2.3,A,0,0
8.59,2.38,213.0,7.97,-0.183,255.6,5.6,A,0,0
5.82,2.19,199.0,4.54,0.409,250.3,5.2,A,0,0
7.34,2.34,213.0,7.6,-0.981,247.0,3.1,A,0,0
10.48,4.09,240.0,4.26,0.313,246.0,9.8,C,0,0
5.27,2.74,227.0,6.75,1.095,250.3,5.8,B,0,0
7.18,2.16,231.0,4.51,0.143,252.3,1.5,B,0,0
8.36,2.28,231.0,6.36,1.284,251.4,4.8,A,0,0
5.39,2.52,257.0,8.33,-0.425,252.3,6.4,B,1,1
10.01,2.65,199.0,4.9,-0.267,244.6,5.4,A,0,0
6.64,2.28,192.0,6.86,-0.804,255.0,2.4,B,0,0
8.31,3.0,225.0,4.01,-0.046,254.8,9.1,C,1,0
11.52,3.35,215.0,7.57,0.142,253.4,9.5,C,0,0
4.78,2.91,210.0,10.62,-0.461,236.8,2.2,A,0,0
5.23,1.83,239.0,8.22,-0.18,257.9,2.2,A,0,0
11.38,1.52,231.0,6.19,-0.229,251.4,1.4,A,0,0
8.33,2.07,261.0,5.71,-0.91,250.3,4.8,B,0,0
10.24,2.59,224.0,8.43,0.251,239.5,4.1,A,1,1
7.2,2.8,217.0,10.04,0.718,262.4,6.1,B,0,0
8.19,1.94,257.0,7.61,0.114,248.2,3.9,A,0,0
7.51,1.86,220.0,9.1,0.973,259.0,3.4,A,0,0
9.73,2.49,240.0,4.53,1.802,257.4,8.3,C,1,1
4.56,2.21,191.0,5.8,-0.612,244.3,2.2,A,0,0
8.87,2.18,230.0,9.05,0.551,250.3,3.0,B,0,0
7.91,2.53,218.0,5.54,0.176,241.6,3.6,B,0,0
13.09,2.72,217.0,7.86,-0.501,247.5,7.0,C,1,1
9.92,3.2,225.0,8.41,1.132,256.9,5.0,A,1,1
9.86,3.45,221.0,8.41,0.315,258.6,9.2,C,0,0
11.0,3.5,216.0,3.56,0.026,250.7,8.4,C,0,0
7.22,2.23,207.0,4.91,-0.89,244.6,6.7,C,0,0
9.09,1.75,226.0,6.11,-1.017,242.7,1.7,A,0,0
7.6,3.42,218.0,4.81,0.464,250.3,5.4,B,0,0
7.87,2.77,230.0,5.36,-0.754,244.0,5.9,B,0,0
9.89,1.1,201.0,11.73,-0.111,247.0,4.9,B,1,1
9.19,1.96,238.0,6.18,-0.977,254.7,0.5,A,0,0
9.32,2.93,262.0,4.89,-1.191,251.2,11.2,C,1,1
4.7,2.8,236.0,4.14,-1.838,249.7,3.9,B,0,0
4.01,2.03,194.0,6.27,-0.786,243.5,3.3,B,0,0
9.72,2.81,216.0,5.99,-1.482,245.8,9.1,C,0,0
12.75,2.32,243.0,4.13,0.188,249.4,3.9,A,0,0
15.34,2.19,210.0,4.29,-1.539,245.9,4.9,A,1,1
7.61,2.53,244.0,6.52,-0.032,256.5,5.6,B,0,0
4.13,2.94,212.0,6.41,0.275,252.5,4.7,A,0,0
7.32,3.72,199.0,7.35,0.151,247.2,6.8,B,1,1
4.75,3.47,236.0,6.67,0.868,252.7,9.3,C,0,0
8.75,2.46,266.0,8.72,-0.366,253.6,3.9,A,1,1
11.46,2.88,236.0,6.37,-1.654,243.5,6.4,C,1,1
4.33,3.05,262.0,7.26,0.42,250.6,7.6,B,0,0
13.64,1.93,237.0,5.88,1.768,236.1,1.5,A,1,1
11.51,2.59,210.0,4.3,-0.304,251.9,2.0,A,0,0
10.42,1.1,204.0,6.61,0.292,249.3,0.8,A,0,0
9.61,3.19,215.0,5.0,-0.409,242.4,5.1,B,0,0
9.21,2.4,198.0,3.88,0.529,248.6,3.7,A,0,0
4.48,3.04,197.0,8.11,-0.862,251.1,2.5,A,0,0
9.65,2.75,248.0,5.44,0.171,251.0,6.6,B,0,0
9.22,3.4,237.0,8.54,1.886,243.3,6.6,A,1,1
9.51,2.09,199.0,6.87,-0.179,246.7,2.5,A,0,0
6.03,2.49,201.0,4.34,-0.419,251.6,2.9,A,0,0
10.04,2.58,182.0,6.7,1.677,258.7,6.4,B,1,1
6.87,2.02,199.0,4.91,-0.274,252.1,2.1,A,0,0
8.26,2.39,229.0,7.24,0.059,254.7,1.8,A,0,0
8.5,2.7,202.0,5.6,-1.388,234.5,3.0,A,0,0
12.58,2.26,206.0,3.44,-0.578,251.6,3.7,A,1,1
8.49,2.63,263.0,7.91,0.98,251.7,5.8,B,1,1
9.62,2.84,239.0,9.51,1.646,236.9,10.6,C,1,1
7.01,2.0,233.0,2.33,1.143,248.8,2.5,A,0,0
9.74,1.28,222.0,3.07,-0.441,248.9,1.9,A,0,0
8.81,3.06,239.0,6.33,0.036,233.8,8.5,C,1,0
10.44,1.86,232.0,3.98,-1.814,262.1,2.9,B,0,0
9.36,2.36,229.0,8.02,0.121,243.8,5.2,B,1,1
3.65,2.2,232.0,6.12,-0.708,256.7,5.8,B,0,0
3.22,2.19,229.0,6.74,-0.129,255.4,4.4,B,0,0
4.51,1.9,223.0,4.53,-0.02,251.6,2.1,A,0,0
12.79,2.89,202.0,4.16,-0.15,244.5,2.0,B,0,0
1.94,1.65,221.0,8.3,0.18,245.3,0.5,A,0,0
6.54,2.82,235.0,5.41,0.262,239.9,6.2,B,0,0
9.37,1.58,231.0,4.3,0.425,240.1,5.3,A,0,0
9.78,2.53,224.0,8.99,-1.014,259.0,0.5,A,0,0
9.05,3.62,251.0,7.83,1.615,237.0,9.6,C,1,1
8.17,4.42,202.0,4.45,-0.922,248.2,10.7,C,0,0
10.55,2.81,221.0,4.41,0.731,257.9,2.3,B,0,0
6.57,3.88,215.0,8.84,-0.618,252.2,9.5,C,0,0
5.0,2.29,204.0,4.96,0.485,254.2,4.4,B,0,0
5.28,3.63,263.0,6.2,-0.869,251.0,7.7,C,0,0
7.99,2.74,278.0,4.19,-1.058,256.2,5.7,B,0,0
5.02,2.75,198.0,3.92,-1.336,261.9,4.7,C,0,0
7.9,3.59,229.0,5.07,-0.408,258.1,8.7,C,0,0
8.18,3.31,210.0,5.07,0.467,244.4,10.3,C,1,0
5.28,2.8,217.0,4.93,-0.702,253.6,1.4,A,0,0
5.78,2.29,209.0,7.98,-0.205,253.1,3.5,B,0,0
10.14,2.81,219.0,6.91,0.989,246.4,6.9,B,0,0
4.45,3.52,223.0,4.63,-0.494,268.8,6.0,B,0,0
10.04,1.37,227.0,8.05,-1.147,240.6,0.9,A,1,1
10.66,2.36,206.0,6.19,0.293,247.7,1.1,A,0,0
8.13,2.1,207.0,6.38,1.273,250.4,4.7,B,0,0
3.27,1.75,211.0,7.58,0.764,252.4,2.5,A,0,0
11.13,3.99,232.0,8.31,-0.438,242.6,6.2,B,1,1
13.33,2.33,210.0,5.54,-1.066,255.1,4.2,A,0,0
5.39,1.48,205.0,5.93,0.814,247.3,1.7,A,0,0
8.96,2.68,189.0,4.13,2.337,244.5,6.4,A,1,1
4.44,3.03,210.0,3.41,0.489,264.5,10.2,C,0,0
3.21,3.03,225.0,7.36,-0.549,240.1,5.2,B,0,0
8.06,2.42,213.0,7.77,-0.379,233.4,5.5,B,1,1
8.02,2.22,209.0,4.0,-0.872,250.4,1.9,B,0,0
11.33,4.11,205.0,4.55,0.406,259.6,10.5,C,1,0
3.96,3.18,208.0,0.5,-0.705,245.0,4.3,A,0,0
5.85,3.04,245.0,8.12,1.029,255.1,8.8,C,1,0
6.36,2.03,211.0,8.96,0.318,250.3,6.2,B,0,0
7.91,2.54,225.0,6.65,-1.056,253.4,3.3,A,0,0
6.79,1.43,226.0,5.57,1.699,244.3,2.7,B,0,0
11.38,3.47,230.0,7.3,0.199,246.6,3.5,A,1,1
5.57,2.68,229.0,5.29,0.389,252.4,2.4,A,0,0
15.11,1.84,230.0,6.32,-0.187,248.4,3.8,A,0,0
11.99,2.69,208.0,7.56,-0.262,252.9,0.6,A,0,0
5.73,1.74,254.0,6.25,-0.508,249.6,7.2,B,0,0
10.45,3.2,231.0,4.19,-1.299,258.3,8.6,C,0,0
9.69,3.98,227.0,7.1,-1.333,254.2,6.5,B,0,0
8.29,1.78,213.0,4.44,-1.245,245.7,1.6,A,0,0
11.38,2.1,224.0,5.99,0.357,248.6,2.1,A,0,0
6.08,2.0,226.0,11.49,0.452,252.5,2.7,A,1,1
4.08,3.7,238.0,9.61,-0.175,243.9,12.1,C,1,0
7.67,2.67,204.0,2.43,-0.467,252.5,4.7,B,0,0
4.92,2.96,194.0,7.51,-0.668,247.7,3.5,A,0,0
10.19,3.53,171.0,2.27,-1.177,244.3,4.8,B,1,1
7.49,3.23,191.0,5.5,1.618,253.7,5.1,A,0,0
6.41,3.74,224.0,6.08,-0.24,255.1,9.2,C,0,0
14.93,2.37,218.0,4.31,0.103,251.0,6.2,B,1,1
9.76,1.96,216.0,6.32,0.611,244.3,2.5,A,0,0
8.45,2.35,242.0,9.03,1.458,234.4,4.3,B,1,1
3.68,1.81,181.0,6.7,1.104,246.6,4.6,B,0,0
6.75,3.83,222.0,4.98,-1.183,255.8,8.8,C,0,0
12.87,2.83,199.0,3.01,-1.267,248.8,6.5,B,1,1
4.4,2.78,204.0,5.45,-1.593,246.6,3.1,A,0,0
4.89,3.05,224.0,5.88,-0.018,246.7,6.3,B,0,0
7.29,3.22,232.0,7.34,-0.116,243.8,6.0,B,0,0
8.89,2.66,234.0,5.64,-1.12,253.2,2.8,A,0,0
7.3,2.44,213.0,5.94,2.175,243.4,2.6,A,0,0
13.16,3.13,247.0,4.2,-0.491,262.7,9.8,C,1,1
10.97,4.53,214.0,6.09,0.539,253.0,8.3,C,0,0
5.46,2.57,258.0,6.29,-0.557,243.8,3.4,A,0,0
10.76,2.72,167.0,9.5,0.72,247.5,5.8,C,1,1
2.89,3.12,208.0,5.08,-1.047,239.1,11.4,C,0,0
9.97,3.96,196.0,0.5,-0.809,252.7,8.6,B,0,0
3.41,4.56,253.0,7.14,1.087,251.2,10.6,C,1,0
9.02,2.69,226.0,5.78,-0.928,250.9,2.8,A,0,0
6.06,2.57,239.0,5.83,-0.539,237.4,4.2,A,0,0
13.35,2.95,196.0,8.36,1.637,262.9,5.9,B,1,1
8.33,2.78,202.0,4.88,-1.277,257.0,4.4,A,1,1
9.81,2.83,205.0,5.74,1.141,251.1,4.5,B,0,0
8.79,2.76,203.0,6.64,1.939,250.8,2.9,A,1,1
7.87,3.98,241.0,6.25,-0.217,252.6,4.8,B,0,0
12.24,2.27,221.0,5.41,0.416,252.3,5.0,B,0,0
3.49,2.26,239.0,4.74,0.616,250.5,3.9,A,0,0
8.95,2.55,224.0,5.98,-0.083,251.5,2.9,A,0,0
2.85,2.4,225.0,7.17,0.527,254.4,2.8,B,0,0
6.96,2.75,241.0,3.81,-0.677,241.5,4.8,B,0,0
7.17,2.98,227.0,5.44,-1.804,262.7,8.2,C,0,0
9.48,4.14,202.0,10.45,0.152,248.9,8.1,C,1,1
8.83,2.36,216.0,11.15,-1.8,249.2,7.5,C,1,1
2.85,2.43,224.0,5.09,-1.473,255.4,3.6,B,0,0
10.69,2.95,241.0,6.85,1.536,251.0,4.6,A,1,1
15.7,2.92,205.0,3.61,0.532,253.8,6.0,B,1,1
6.23,3.14,221.0,5.26,1.572,252.4,6.4,B,0,0
4.24,2.31,238.0,7.0,0.859,243.7,6.9,C,0,0
5.56,2.22,229.0,9.14,0.344,250.8,2.7,A,0,0
5.67,1.15,225.0,3.6,-0.712,246.4,2.6,A,0,0
6.25,1.66,206.0,5.94,0.037,244.0,0.5,A,0,0
12.38,3.0,255.0,9.69,-0.507,245.2,4.4,B,1,1
6.34,2.97,227.0,5.36,0.231,257.0,10.0,C,0,0
6.34,2.26,225.0,4.36,0.044,246.3,6.3,C,0,0
6.68,2.41,181.0,6.07,-0.14,239.5,4.1,B,0,0
7.98,2.77,232.0,9.92,-2.233,251.7,4.3,A,1,1
9.03,1.91,219.0,7.46,-0.936,250.8,2.5,A,0,0
11.1,1.75,222.0,3.56,-0.367,247.1,4.4,A,0,0
11.3,2.61,219.0,5.61,0.569,251.4,5.9,B,0,0
5.8,3.06,231.0,4.8,2.52,253.5,7.3,C,1,0
6.08,2.95,209.0,6.01,0.884,255.0,2.3,B,0,0
8.1,2.56,189.0,7.1,0.073,245.3,5.0,B,0,0
11.07,2.45,200.0,3.53,0.964,242.5,2.7,A,0,0
6.88,1.84,237.0,5.44,0.265,258.4,3.4,A,0,0
5.54,2.51,232.0,5.15,-0.444,253.8,7.3,C,0,0
9.58,2.94,234.0,6.12,-0.745,252.0,6.3,B,0,0
10.5,2.81,246.0,3.38,-2.013,249.0,2.3,A,1,1
8.67,4.53,188.0,6.5,1.551,244.9,13.3,C,1,1
12.22,2.86,214.0,5.69,0.612,245.2,5.0,B,0,0
7.94,2.0,214.0,5.13,1.923,239.7,4.3,A,0,0
