machine_type,air_temp_k,process_temp_k,rot_speed_rpm,torque_nm,tool_wear_min,failure
L,297.52,308.93,1501.0,50.3,193.7,0
L,301.09,312.72,1692.0,32.45,44.4,0
L,297.57,306.84,1441.0,32.53,110.4,0
H,297.97,306.73,1536.0,56.96,202.4,1
H,299.7,310.37,1241.0,42.72,77.4,1
H,296.1,307.39,1686.0,44.37,50.4,1
M,299.05,308.75,1557.0,35.42,186.0,1
L,298.64,307.27,1326.0,47.92,22.3,0
M,299.49,308.46,1462.0,34.56,228.6,1
H,298.09,305.74,1368.0,35.08,18.5,0
L,298.3,307.71,1345.0,40.92,17.0,0
L,295.87,305.18,1586.0,36.15,181.2,0
H,294.42,304.54,1266.0,30.0,155.0,0
M,294.42,305.6,1478.0,57.03,113.2,0
L,299.56,309.23,1460.0,43.01,103.9,0
L,294.78,305.27,1277.0,55.17,221.9,1
L,301.2,310.72,1369.0,49.55,62.2,1
L,293.45,303.13,1469.0,26.61,122.9,1
M,296.03,304.55,1464.0,49.31,234.9,1
H,299.76,308.57,1551.0,29.67,172.2,0
L,298.37,309.43,1475.0,48.5,142.3,0
M,299.01,307.81,1333.0,35.38,231.0,1
L,296.0,306.25,1612.0,18.93,76.6,0
L,297.63,305.52,1643.0,39.45,232.7,0
M,298.33,308.11,1474.0,48.52,23.0,0
M,299.88,310.42,1436.0,26.54,91.9,0
M,297.68,308.94,1492.0,51.8,238.5,1
H,300.46,311.31,1499.0,32.78,233.4,1
L,298.18,309.37,1786.0,35.19,68.6,0
M,297.41,308.8,1311.0,44.04,22.6,0
M,298.93,309.74,1690.0,32.72,227.4,1
L,296.2,306.44,1382.0,41.58,46.0,1
L,296.66,307.25,1488.0,36.18,126.1,0
L,298.92,307.92,1743.0,30.79,165.5,1
L,295.92,304.6,1505.0,50.29,29.4,0
L,296.48,305.71,1397.0,30.1,62.6,0
M,301.84,312.63,1407.0,63.79,173.5,1
L,297.75,307.58,1509.0,41.73,101.5,0
L,299.23,309.46,1503.0,44.8,67.5,0
M,301.05,313.98,1605.0,42.65,50.7,0
L,299.83,309.21,1350.0,28.54,163.4,1
M,297.83,307.92,1390.0,40.63,201.2,1
L,300.09,310.96,1541.0,66.54,34.7,1
M,300.9,310.59,1240.0,39.33,162.3,0
L,298.49,309.06,1465.0,34.71,247.9,1
H,301.68,311.03,1422.0,34.95,131.0,0
L,296.74,306.19,1623.0,41.91,19.9,0
L,300.69,311.42,1721.0,44.67,62.6,1
M,297.24,307.86,1522.0,38.78,47.0,0
L,297.58,307.92,1505.0,25.79,97.3,0
L,297.34,307.35,1736.0,44.33,57.5,0
M,297.53,307.19,1539.0,38.23,171.1,0
M,298.32,308.24,1657.0,22.37,74.1,0
L,298.14,307.49,1458.0,51.18,198.2,0
M,299.46,308.24,1676.0,56.52,120.7,0
L,298.88,309.18,1520.0,39.35,225.0,1
L,295.77,306.96,1421.0,44.16,183.8,0
L,297.74,305.73,1532.0,56.18,28.8,1
L,299.24,308.9,1523.0,34.55,116.4,1
L,299.95,309.2,1602.0,42.16,54.9,1
M,299.17,311.39,1343.0,41.13,94.2,1
L,298.04,306.67,1446.0,37.14,129.0,0
L,296.74,305.95,1352.0,47.88,25.6,0
H,296.55,307.01,1317.0,59.16,249.4,1
L,298.44,307.41,1419.0,53.28,33.6,0
L,300.19,311.48,1520.0,38.19,99.9,0
L,297.58,306.63,1347.0,33.07,232.8,1
H,298.71,309.45,1570.0,46.76,10.0,0
M,297.43,306.51,1602.0,49.25,245.7,1
H,297.78,306.47,1257.0,45.84,102.7,0
M,299.49,310.03,1432.0,38.29,219.1,1
M,297.57,309.16,1423.0,40.95,127.5,0
L,295.85,307.49,1487.0,35.56,151.8,1
M,298.42,309.52,1495.0,57.44,170.7,1
M,300.38,310.98,1747.0,33.24,7.7,1
H,300.06,309.73,1336.0,25.27,127.0,1
M,298.17,310.14,1351.0,51.89,210.6,0
M,295.33,304.72,1423.0,49.51,185.0,0
M,295.95,306.33,1326.0,40.47,220.6,1
L,298.56,307.06,1566.0,55.2,143.9,0
L,298.44,308.11,1312.0,37.53,230.0,1
M,298.64,310.03,1496.0,36.83,210.6,1
L,300.33,309.33,1659.0,51.65,229.1,0
H,295.14,304.76,1623.0,28.94,2.1,0
M,299.43,309.69,1361.0,39.5,26.6,0
L,293.74,304.47,1524.0,45.78,224.5,0
L,297.65,307.04,1422.0,32.86,247.1,0
H,296.07,305.23,1450.0,38.32,226.6,0
L,297.11,307.23,1629.0,32.82,171.8,1
L,295.33,303.99,1425.0,46.05,218.3,1
H,297.32,306.61,1603.0,51.3,100.5,0
L,301.92,311.71,1528.0,54.86,148.5,0
M,298.19,307.53,1399.0,29.62,15.1,0
L,294.69,304.59,1691.0,49.41,99.9,0
L,301.63,311.38,1518.0,42.54,209.6,0
H,299.36,308.45,1321.0,49.93,208.3,0
M,298.05,308.27,1751.0,34.85,237.6,0
L,300.65,311.16,1415.0,32.09,35.3,0
L,299.77,308.47,1815.0,39.52,116.2,0
M,293.1,302.7,1491.0,41.12,185.5,0
L,297.52,307.66,1779.0,50.48,30.8,1
L,297.28,306.98,1504.0,29.87,188.8,1
H,298.3,309.99,1643.0,50.44,106.4,0
L,298.39,309.24,1312.0,46.54,176.7,0
M,299.82,308.07,1581.0,32.78,21.6,1
L,299.26,308.64,1579.0,41.13,238.5,0
M,299.4,309.03,1732.0,29.14,82.0,0
L,298.7,307.26,1508.0,44.47,94.8,0
L,298.0,307.99,1386.0,39.23,65.6,0
L,301.74,310.31,1652.0,30.46,128.3,0
L,298.37,308.58,1444.0,36.34,65.2,0
L,296.24,306.37,1615.0,45.88,147.2,0
L,294.75,305.37,1768.0,40.61,65.6,0
M,298.65,309.5,1482.0,31.1,99.9,1
L,299.63,310.21,1153.0,35.92,235.8,1
H,298.62,307.65,1533.0,35.14,212.0,1
H,293.98,303.83,1323.0,41.41,200.2,1
M,298.35,308.18,1480.0,56.77,28.4,0
L,298.23,308.77,1478.0,38.56,228.5,0
H,295.69,307.26,1378.0,44.29,71.1,1
L,298.61,308.27,1599.0,43.14,188.1,0
L,296.99,307.42,1739.0,52.23,72.9,1
M,298.33,307.67,1611.0,41.86,4.6,0
L,296.54,304.6,1432.0,36.29,226.2,1
M,297.48,308.09,1378.0,46.22,190.7,0
L,299.36,309.55,1556.0,28.1,19.2,0
L,296.11,304.98,1762.0,45.98,231.4,0
M,300.7,310.59,1452.0,46.29,27.3,0
L,293.96,304.66,1572.0,35.14,106.4,1
L,296.45,305.75,1258.0,50.3,140.6,1
M,298.15,306.21,1180.0,34.66,130.9,1
L,300.46,311.43,1265.0,38.77,113.3,1
H,300.69,309.8,1349.0,34.39,246.5,1
M,300.15,310.31,1782.0,59.59,184.5,1
L,298.52,309.1,1604.0,54.1,197.3,1
H,300.28,310.67,1526.0,46.78,182.3,1
L,297.07,307.14,1359.0,50.11,161.2,1
L,299.84,307.1,1550.0,24.77,141.1,0
L,295.93,305.86,1311.0,34.24,186.4,0
L,296.68,307.08,1511.0,38.11,182.7,0
H,293.1,303.23,1492.0,26.8,23.2,0
M,296.34,307.0,1693.0,40.69,121.2,0
L,300.14,310.89,1425.0,35.13,139.4,0
H,298.06,308.24,1584.0,50.98,105.0,0
H,298.76,309.85,1296.0,32.26,114.5,1
L,295.23,303.76,1281.0,44.02,219.1,1
M,300.63,309.81,1447.0,44.84,120.2,0
L,294.77,304.51,1349.0,12.09,211.5,1
H,297.27,306.53,989.0,44.18,49.2,1
M,299.22,308.31,1530.0,19.25,60.2,0
L,302.18,312.1,1801.0,51.77,132.5,1
L,295.37,303.82,1568.0,42.34,173.2,1
M,302.46,313.33,1527.0,56.28,62.1,1
L,299.6,309.09,1553.0,31.78,67.9,1
L,297.68,308.05,1473.0,51.27,113.5,0
M,291.66,300.93,1266.0,51.32,198.0,1
H,298.22,307.53,1697.0,36.9,206.0,1
L,297.81,308.67,1664.0,37.38,220.9,0
H,298.94,309.38,1807.0,45.33,5.7,1
M,298.7,308.7,1614.0,42.35,120.7,0
L,299.55,310.08,1454.0,35.88,14.7,1
H,298.93,310.79,1636.0,28.46,99.0,1
H,295.41,306.38,1415.0,33.93,208.1,1
L,297.65,307.51,1314.0,49.43,234.3,1
M,298.87,307.88,1723.0,32.12,223.6,1
H,299.55,308.76,1377.0,29.07,106.7,0
M,300.87,310.38,1373.0,56.01,182.2,0
L,302.34,310.39,1434.0,53.54,117.3,0
L,297.12,306.37,1383.0,40.26,244.2,1
H,295.65,306.34,1627.0,45.43,36.3,0
L,298.06,307.37,1244.0,46.92,99.6,1
M,293.0,301.68,1545.0,36.7,102.2,0
M,293.49,304.03,1338.0,39.55,79.8,0
L,296.14,305.43,1570.0,21.78,185.3,0
L,297.59,308.74,1509.0,28.14,78.1,0
M,298.28,309.32,1256.0,39.94,111.5,0
L,297.64,307.11,1346.0,40.52,84.8,0
L,298.57,308.11,1661.0,27.82,230.2,1
M,297.63,308.23,1541.0,35.11,212.6,1
L,300.95,311.35,1294.0,38.4,31.9,0
L,297.49,307.09,1432.0,51.5,101.6,0
L,297.37,306.83,1367.0,41.61,158.2,0
L,300.15,308.92,1407.0,48.02,229.7,1
H,296.57,306.36,1771.0,13.64,6.8,1
M,299.04,309.96,1501.0,30.68,165.4,0
M,299.87,311.46,1426.0,29.37,171.6,1
L,296.39,307.43,1649.0,50.5,223.4,1
L,298.59,308.8,1763.0,42.32,97.3,1
L,296.12,306.61,1514.0,63.23,135.5,1
M,296.07,306.28,1562.0,53.3,229.2,1
L,300.54,311.28,1413.0,34.96,41.0,0
H,298.87,308.29,1228.0,47.03,193.2,1
L,302.06,311.61,1348.0,22.46,12.0,0
L,298.39,308.8,1330.0,40.8,201.9,1
H,295.85,306.17,1214.0,38.17,87.5,0
L,297.04,306.39,1299.0,35.98,120.3,0
L,298.22,307.79,1331.0,28.02,15.5,0
M,299.4,311.03,1536.0,40.59,204.4,1
L,298.52,309.4,1382.0,50.11,59.1,0
M,297.85,307.62,1588.0,42.67,102.3,0
L,297.08,309.02,1470.0,22.78,102.9,0
M,300.11,309.86,1733.0,27.33,103.4,0
H,296.72,308.66,1761.0,42.88,26.4,1
M,298.92,308.13,1396.0,52.43,104.5,0
L,297.78,307.88,1234.0,40.93,157.7,0
L,296.45,307.4,1711.0,47.32,110.3,1
H,300.54,311.02,1421.0,44.6,172.4,0
L,298.7,309.37,1541.0,44.62,48.1,0
M,295.21,306.43,1481.0,57.17,8.0,0
L,299.32,310.36,1558.0,51.85,104.4,0
M,300.09,310.37,1333.0,25.37,43.7,1
L,298.0,305.52,1756.0,52.07,182.1,0
M,300.14,310.26,1606.0,49.63,128.1,0
H,301.57,311.82,1214.0,46.37,81.9,1
L,299.87,309.9,1501.0,49.54,196.6,0
L,297.4,307.15,1503.0,38.23,178.8,0
H,296.18,305.43,1683.0,37.02,8.7,0
H,298.37,308.34,1810.0,34.49,25.0,0
H,295.44,306.04,1431.0,47.93,102.4,0
H,297.68,307.66,1566.0,43.69,124.8,0
M,298.09,307.82,1412.0,24.91,60.2,0
L,301.78,313.25,1411.0,37.35,51.8,0
H,296.22,304.22,1733.0,31.96,75.6,1
H,298.56,310.69,1397.0,50.82,155.8,0
L,296.67,306.6,1259.0,31.76,231.8,1
L,297.8,308.15,1861.0,32.59,187.0,0
L,298.1,307.81,1345.0,61.17,234.2,1
H,301.32,310.74,1333.0,37.22,42.8,0
H,296.11,305.47,1292.0,21.79,51.5,0
M,300.37,310.48,1458.0,33.9,5.9,0
L,302.74,314.71,1576.0,48.24,110.7,0
M,296.23,307.3,1388.0,44.47,16.9,0
L,300.53,310.1,1523.0,35.87,39.4,0
H,299.72,310.23,1702.0,33.51,93.3,1
L,299.69,310.46,1347.0,61.0,66.7,1
L,295.8,305.47,1748.0,30.57,31.8,0
H,297.96,307.02,1508.0,41.74,136.9,0
L,299.28,309.73,1570.0,45.8,93.7,0
L,296.83,306.53,1707.0,42.46,142.4,0
L,298.29,308.73,1158.0,31.83,121.8,1
M,297.28,306.01,1673.0,19.85,71.7,0
H,297.88,307.84,1350.0,44.12,101.9,0
H,298.14,309.71,1788.0,47.97,217.0,1
M,295.99,305.84,1538.0,10.43,210.8,1
L,299.37,309.1,1563.0,25.72,53.2,0
M,296.57,306.72,1261.0,37.23,164.8,0
M,298.57,307.59,1587.0,51.94,27.6,0
L,301.58,311.89,1505.0,44.33,80.7,0
L,297.6,306.14,1515.0,28.85,116.8,0
M,297.92,308.07,1327.0,21.01,48.5,0
L,297.11,308.7,1560.0,31.97,194.4,0
L,301.34,311.7,1530.0,46.58,216.1,0
L,297.75,305.66,1566.0,48.3,139.1,0
H,299.62,310.04,1205.0,42.43,3.4,0
M,297.3,306.88,1398.0,36.03,125.3,0
L,302.5,312.87,1654.0,48.96,109.0,1
L,298.82,308.88,1270.0,50.94,231.4,1
L,298.69,308.02,1226.0,47.3,19.0,0
H,295.69,306.22,1439.0,33.4,79.6,1
M,301.42,310.79,1510.0,44.88,23.5,0
L,293.23,303.06,1379.0,41.78,238.9,1
L,298.71,308.17,1368.0,35.62,127.2,0
L,296.47,307.45,1598.0,41.83,23.8,0
H,296.5,306.68,1420.0,68.55,155.3,0
M,300.08,310.15,1385.0,41.65,47.8,0
H,296.36,305.69,1780.0,29.36,122.8,1
L,296.65,305.91,1627.0,38.95,110.1,0
L,295.61,305.02,1413.0,48.64,139.9,1
L,294.31,304.5,1278.0,41.29,154.5,0
L,299.03,310.62,1362.0,35.43,0.3,0
L,296.97,304.12,1229.0,35.54,184.3,0
M,299.14,308.82,1330.0,25.33,232.2,0
L,298.24,308.89,1311.0,21.28,119.3,0
L,298.35,308.88,1623.0,51.94,139.3,1
H,297.76,308.08,1497.0,44.65,157.5,0
M,294.55,304.41,1796.0,59.48,205.9,1
L,297.16,307.72,1394.0,50.94,164.6,0
M,300.62,311.03,1810.0,51.88,183.5,1
M,297.25,306.47,1498.0,39.23,146.2,0
H,298.07,308.85,1409.0,45.67,147.1,0
M,297.82,308.39,1525.0,53.33,187.1,0
M,300.14,309.94,1564.0,45.7,91.7,0
M,299.33,309.27,1317.0,44.18,89.9,1
M,298.03,308.27,1702.0,57.32,28.6,1
L,297.56,309.03,1393.0,30.83,167.6,0
L,296.57,306.68,1418.0,28.37,137.1,0
L,301.11,310.46,1641.0,22.84,99.6,1
L,297.22,307.53,1404.0,51.07,59.8,1
M,297.58,308.6,1426.0,36.24,216.7,0
L,296.99,308.63,1512.0,28.92,219.0,1
M,296.44,307.01,1571.0,19.97,148.3,0
L,298.5,306.36,1523.0,47.05,53.7,0
M,296.11,305.99,1665.0,43.9,81.6,0
H,296.27,305.95,1679.0,45.38,195.0,0
L,296.96,306.4,1399.0,53.9,83.9,0
M,298.35,308.78,1478.0,39.84,113.3,0
L,293.55,304.56,1611.0,29.95,64.6,0
M,296.15,305.94,1816.0,30.07,181.2,1
L,295.94,304.9,1443.0,40.75,243.6,1
M,296.44,306.77,1524.0,49.17,214.4,1
M,295.15,304.41,1392.0,53.82,92.9,0
H,297.3,308.19,1627.0,44.46,13.1,1
H,295.92,306.26,1570.0,43.47,167.4,0
L,297.31,307.95,1719.0,32.52,224.5,0
L,298.58,308.56,1283.0,46.64,225.2,1
H,298.17,308.2,1660.0,33.33,89.8,0
L,297.09,307.51,1508.0,32.81,105.1,0
L,300.26,309.97,1442.0,52.7,244.9,0
L,298.4,307.86,1536.0,28.06,150.7,0
L,299.42,309.03,1556.0,52.34,212.7,1
L,293.13,303.75,1496.0,30.51,183.2,0
L,297.02,308.71,1348.0,39.51,176.8,1
M,297.05,307.79,1510.0,37.0,187.8,0
M,296.05,306.13,1572.0,38.37,201.0,0
M,302.91,313.25,1747.0,38.63,153.3,0
L,300.44,311.37,1454.0,69.06,32.2,1
L,298.2,308.29,1498.0,45.51,138.0,1
M,296.66,305.84,1394.0,52.73,111.8,0
L,298.19,308.16,1563.0,41.82,176.2,0
H,297.67,308.14,1216.0,37.94,147.2,0
M,301.43,312.31,1881.0,37.85,116.1,0
L,294.87,305.92,1641.0,50.84,184.7,0
L,294.6,305.14,1399.0,47.14,104.0,0
M,298.71,307.55,1379.0,51.43,99.8,0
H,295.91,308.12,1534.0,32.45,209.0,0
M,299.61,308.82,1474.0,51.0,7.7,1
M,294.95,305.03,1490.0,30.59,39.1,0
M,298.05,308.55,1567.0,20.25,23.1,1
H,296.96,306.54,1431.0,33.64,168.2,0
H,296.7,306.35,1723.0,45.38,37.0,1
L,303.23,314.23,1487.0,31.01,143.3,0
H,302.05,312.34,1514.0,30.3,130.0,0
L,301.55,310.28,1653.0,50.71,28.3,0
L,297.75,308.21,1390.0,27.8,105.0,1
H,301.71,309.92,1520.0,30.34,249.8,1
M,299.33,310.35,1451.0,53.68,189.5,0
H,295.54,306.96,1537.0,52.42,157.1,0
H,294.4,304.14,1634.0,51.29,193.6,1
M,298.1,307.29,1313.0,33.34,179.9,0
L,296.36,308.19,1131.0,28.56,242.6,1
H,298.51,308.15,1661.0,39.3,185.9,0
H,296.93,305.91,1658.0,4.12,162.1,0
L,299.34,309.79,1331.0,37.63,71.1,0
M,298.01,306.69,1378.0,22.32,42.9,0
L,297.21,305.91,1517.0,44.39,211.3,0
M,298.65,308.37,1407.0,46.65,169.4,0
H,297.18,308.28,1847.0,31.7,188.1,0
L,298.43,307.15,1381.0,48.81,18.8,0
M,301.27,311.23,1477.0,34.11,182.3,1
L,302.81,313.92,1628.0,36.88,83.7,0
L,296.75,308.18,1297.0,41.36,221.0,0
H,296.6,306.33,1550.0,36.3,142.0,0
L,293.23,304.4,1480.0,16.95,19.4,0
H,296.3,306.35,1374.0,39.4,121.8,1
M,298.06,308.53,1337.0,37.63,238.5,1
M,296.72,307.01,1419.0,39.67,107.1,0
M,295.71,306.66,1377.0,33.68,19.1,0
M,296.02,307.0,1416.0,40.74,186.3,0
M,298.14,307.55,1503.0,41.5,180.9,0
L,297.83,308.07,1431.0,35.17,68.3,0
M,294.09,305.15,1463.0,36.36,216.1,1
M,298.92,309.43,1321.0,39.2,91.9,0
H,300.68,311.99,1428.0,47.61,154.4,0
L,300.88,310.17,1340.0,40.96,15.7,0
L,294.44,304.93,1533.0,40.65,86.6,0
L,297.61,307.98,1375.0,39.81,115.0,0
L,297.6,306.43,1478.0,24.8,1.4,1
L,299.85,310.53,1454.0,60.75,137.2,0
L,297.11,307.21,1643.0,38.68,90.1,0
H,301.65,310.22,1481.0,30.72,162.9,0
L,298.98,309.62,1702.0,51.2,49.3,1
M,305.0,315.42,1363.0,46.2,205.8,1
M,300.86,308.9,1463.0,56.42,157.6,0
L,301.22,311.86,1529.0,45.41,46.4,0
L,297.05,306.86,1407.0,40.27,99.7,0
M,296.3,306.75,1477.0,47.75,73.9,0
H,299.17,310.96,1426.0,41.67,128.9,0
M,300.42,310.73,1449.0,70.67,180.2,1
L,299.39,309.35,1368.0,37.86,192.3,0
M,296.14,306.39,1446.0,49.77,198.7,1
M,297.26,307.65,1266.0,48.57,153.5,1
L,296.74,306.69,1723.0,51.78,161.9,1
L,297.32,308.3,1431.0,27.88,117.0,1
M,294.8,304.04,1130.0,34.99,149.0,0
M,301.27,311.85,1493.0,23.48,142.4,0
M,299.6,309.38,1512.0,28.01,165.5,0
M,298.6,309.12,1698.0,51.47,144.5,0
H,299.54,307.53,1534.0,36.27,180.5,0
L,298.55,309.13,1375.0,33.96,80.7,0
L,298.79,309.22,1273.0,19.17,21.5,0
L,298.66,307.63,1255.0,49.11,224.4,1
M,296.37,306.89,1439.0,33.98,249.1,1
L,299.21,308.16,1476.0,34.43,91.2,0
H,300.79,311.63,1392.0,28.08,173.0,1
L,298.66,306.92,1361.0,53.64,110.2,0
L,296.56,306.29,1371.0,48.52,81.7,0
L,295.63,305.18,1406.0,34.55,100.9,0
L,297.99,310.07,1444.0,34.01,93.6,0
M,296.4,307.04,1301.0,42.92,167.2,0
L,299.64,309.28,1476.0,22.62,153.5,0
M,299.44,310.75,1523.0,33.38,146.0,0
M,293.99,302.83,1563.0,38.17,210.1,1
M,302.12,313.74,1323.0,32.24,147.0,0
H,293.04,302.94,1648.0,33.48,148.3,0
L,297.16,308.01,1269.0,55.34,242.0,1
L,297.72,307.94,1629.0,45.85,27.8,1
M,303.58,313.54,1428.0,21.23,5.1,0
L,296.32,305.19,1634.0,47.27,195.7,0
L,299.77,311.11,1371.0,46.99,233.4,1
L,298.95,310.27,1403.0,65.37,23.5,1
M,298.89,308.83,1557.0,56.77,197.2,0
L,299.7,310.69,1480.0,42.47,101.5,0
L,295.62,305.36,1478.0,34.76,7.0,0
H,299.56,309.18,1440.0,43.12,216.4,0
L,299.38,308.85,1238.0,48.67,245.4,0
L,295.55,305.39,1522.0,16.79,202.0,0
L,296.02,306.46,1666.0,32.85,220.5,1
M,300.11,310.84,1489.0,22.63,115.5,0
M,299.98,310.39,1745.0,42.85,193.0,0
M,300.36,310.76,1587.0,34.88,237.4,1
L,298.22,309.39,1276.0,57.06,126.4,1
M,298.25,307.77,1512.0,37.2,54.7,1
H,298.6,309.45,1541.0,32.43,220.5,0
M,298.42,308.39,1835.0,33.48,4.7,0
L,297.52,308.15,1429.0,41.42,95.5,0
L,295.97,306.49,1512.0,50.41,95.6,0
M,298.51,307.92,1595.0,52.29,89.8,1
H,298.21,308.51,1324.0,37.59,170.3,1
M,300.23,310.87,1521.0,54.65,59.6,0
M,301.51,314.08,1229.0,35.41,99.1,0
L,298.42,310.1,1422.0,32.17,205.4,0
H,294.15,304.31,1606.0,47.85,94.3,0
H,298.76,308.92,1482.0,46.28,178.5,0
M,297.31,308.44,1644.0,50.83,16.7,1
H,299.3,309.99,1406.0,34.46,83.8,0
L,301.71,311.55,1656.0,22.28,120.2,0
L,296.73,306.9,1316.0,32.32,193.8,0
M,299.91,310.87,1471.0,21.56,196.9,0
L,298.77,306.71,1412.0,57.07,156.0,0
H,296.32,306.72,1647.0,29.28,199.9,0
M,296.88,307.23,1497.0,38.01,77.0,0
L,295.72,304.34,1347.0,47.13,184.4,0
M,296.35,306.17,1632.0,44.96,76.2,0
M,299.82,310.6,1470.0,36.38,183.8,0
L,295.82,305.09,1650.0,44.95,240.0,1
L,297.5,307.86,1295.0,44.91,52.0,0
L,300.11,309.11,1752.0,33.6,158.3,1
L,296.59,306.11,1314.0,24.23,69.8,0
L,298.29,308.06,1480.0,35.58,191.8,0
M,291.31,301.23,1313.0,21.94,55.7,0
L,295.91,305.2,1678.0,56.48,50.4,0
M,296.69,306.73,1790.0,52.21,60.9,0
M,299.66,308.73,1316.0,42.7,136.7,0
H,298.86,309.55,1386.0,26.38,147.7,0
M,296.63,306.92,1487.0,47.7,226.3,1
H,298.73,308.9,1280.0,49.98,54.7,1
H,297.46,309.77,1654.0,42.22,193.4,1
L,298.54,308.39,1841.0,39.66,224.7,1
L,298.64,307.54,1883.0,36.98,3.3,1
H,299.21,310.3,1648.0,50.91,120.0,1
L,298.84,308.5,1711.0,36.18,143.4,0
M,297.32,307.64,1437.0,34.2,87.9,0
L,299.95,309.87,1718.0,39.06,241.9,1
H,296.98,306.55,1638.0,36.31,91.7,0
L,295.03,306.25,1433.0,33.62,146.9,0
M,295.21,306.82,1402.0,67.64,185.3,1
L,296.67,307.08,1780.0,43.87,77.8,0
L,295.05,306.03,1732.0,28.79,224.7,0
L,299.94,308.5,1661.0,28.0,12.5,0
M,297.49,307.69,1402.0,34.17,188.7,0
H,294.88,307.12,1555.0,32.9,209.9,0
M,295.5,304.54,1597.0,43.81,26.4,0
L,299.3,308.85,1385.0,45.33,21.5,0
L,297.84,309.17,1558.0,47.65,135.3,0
M,300.61,309.98,1684.0,25.94,198.0,1
L,298.11,308.59,1718.0,37.7,105.9,0
L,305.09,315.56,1593.0,11.91,119.9,0
L,298.48,308.95,1584.0,31.86,36.2,1
L,297.46,305.92,1386.0,40.55,142.3,0
M,299.26,309.14,1567.0,65.43,61.2,0
L,301.31,310.27,1595.0,32.45,211.0,0
L,295.97,306.5,1477.0,36.78,11.6,1
L,301.1,312.21,1724.0,31.31,79.2,1
M,298.15,308.36,1771.0,42.85,17.6,1
L,295.2,304.45,1478.0,27.97,201.5,0
M,298.02,307.71,1486.0,24.09,102.9,0
M,297.41,306.2,1646.0,33.09,232.8,1
M,296.51,307.03,1560.0,41.62,51.3,0
H,296.68,304.82,1485.0,40.12,176.8,0
L,299.86,308.86,1765.0,58.33,249.5,1
L,298.68,308.31,1374.0,41.47,234.7,1
L,298.98,309.39,1559.0,54.6,80.8,1
L,297.44,307.02,1392.0,52.27,83.1,0
M,296.34,307.38,1675.0,32.52,190.1,1
M,294.06,306.46,1692.0,53.77,165.9,0
L,298.99,308.76,1341.0,41.27,236.6,1
M,297.7,306.34,1411.0,45.28,151.3,0
H,299.85,309.45,1536.0,42.33,165.3,0
L,302.24,311.63,1495.0,41.55,15.5,0
L,295.04,306.4,1544.0,47.38,79.6,0
H,298.47,307.59,1572.0,33.31,17.5,1
M,292.78,301.78,1530.0,39.44,192.5,0
L,302.15,313.66,1812.0,49.64,132.7,0
H,298.77,308.65,1547.0,31.46,145.6,0
M,298.8,309.41,1166.0,29.27,215.8,1
L,297.99,308.81,1656.0,36.26,8.4,0
H,299.12,310.22,1364.0,44.37,120.8,0
M,297.48,308.43,1611.0,40.67,166.8,0
M,301.52,313.32,1287.0,47.86,25.0,0
L,299.83,310.33,1675.0,41.97,136.7,0
H,300.99,311.11,1566.0,35.14,50.9,0
M,296.55,306.2,1724.0,18.78,132.2,0
H,297.45,305.78,1378.0,39.05,176.3,1
L,300.97,312.23,1731.0,28.64,122.5,0
M,297.45,308.87,1447.0,31.13,244.5,0
M,294.7,302.87,1759.0,41.29,117.9,1
M,300.42,310.98,1784.0,49.21,215.3,1
L,297.37,308.39,1395.0,39.93,155.3,1
L,296.62,308.02,1476.0,46.13,24.3,0
L,296.79,307.89,1632.0,34.49,213.4,0
M,293.1,302.71,1423.0,57.7,166.6,0
L,297.19,307.26,1419.0,38.6,148.3,0
L,298.08,309.44,1526.0,45.39,152.8,0
M,295.96,305.64,1511.0,47.79,6.5,0
L,299.64,310.49,1440.0,56.15,157.5,1
M,298.75,308.49,1573.0,40.1,178.2,0
L,294.29,305.0,1357.0,42.79,185.0,0
L,296.01,306.51,1480.0,37.71,75.2,0
M,296.09,305.83,1607.0,43.53,240.7,1
L,297.77,306.64,1397.0,19.73,55.8,1
M,302.58,311.74,1554.0,58.79,45.5,1
L,297.3,305.9,1368.0,34.86,186.0,0
L,299.43,310.48,1530.0,47.81,103.6,0
H,298.86,309.56,1522.0,31.39,218.0,0
L,296.26,307.44,1596.0,37.0,220.8,1
H,299.74,311.28,1439.0,42.87,184.0,1
L,298.33,307.15,1651.0,28.8,158.9,1
M,295.71,306.12,1527.0,39.79,37.6,1
H,297.09,306.67,1606.0,25.65,62.7,0
H,296.72,306.58,1554.0,40.42,168.5,0
M,302.41,312.91,1432.0,38.77,212.7,0
L,300.09,309.92,1505.0,39.42,42.6,1
L,295.74,307.1,1507.0,43.01,91.4,0
L,298.25,305.94,1484.0,36.65,178.5,0
H,296.36,305.22,1407.0,39.03,28.1,0
L,298.72,308.34,1547.0,45.59,249.4,1
M,298.71,310.29,1475.0,24.74,168.5,0
L,298.38,308.52,1372.0,58.56,49.8,1
L,300.76,311.23,1624.0,42.42,200.2,0
L,298.45,308.06,1441.0,36.63,23.8,0
H,296.33,306.68,1532.0,49.19,217.2,0
L,296.5,305.97,1256.0,28.17,205.2,1
H,294.07,303.34,1356.0,48.14,53.2,0
H,296.76,307.17,1613.0,42.57,98.7,0
H,297.37,305.3,1747.0,21.63,219.1,1
H,297.81,307.88,1218.0,23.46,11.5,0
M,297.99,309.91,1640.0,47.15,43.5,0
H,303.38,312.03,1608.0,28.78,40.2,0
