inspection_id,asset_id,inspection_date,inspector,result,health_score,duration_min,cost_inr
I001566,A0067,2023-11-20,L. Dsouza,pass,91.0,67,560
I001567,A0067,2023-11-23,M. Iyer,pass,91.9,43,2731
I001568,A0067,2023-11-26,S. Khan,repair,87.9,55,1327
I001569,A0067,2023-12-25,E. Rao,repair,98.4,41,1882
I001570,A0067,2024-01-11,M. Iyer,repair,85.3,31,1433
I001571,A0067,2024-01-31,P. Singh,repair,93.7,63,9286
I001572,A0067,2024-03-10,L. Dsouza,pass,86.9,42,2075
I001573,A0067,2024-03-13,L. Dsouza,repair,83.5,44,2005
I001574,A0067,2024-03-19,P. Singh,pass,80.2,57,2643
I001575,A0067,2024-03-25,S. Khan,pass,76.7,55,1054
I001576,A0067,2024-03-31,L. Dsouza,fail,61.3,29,5751
I001577,A0068,2022-01-24,P. Singh,fail,65.4,57,1199
I001578,A0068,2022-01-27,E. Rao,repair,75.5,14,3845
I001579,A0068,2022-02-08,E. Rao,pass,93.1,56,1395
I001580,A0068,2022-03-18,L. Dsouza,pass,87.2,62,3232
I001581,A0068,2022-05-05,L. Dsouza,pass,91.8,35,2079
I001582,A0068,2022-06-04,E. Rao,pass,80.8,45,3907
I001583,A0068,2022-06-16,P. Singh,pass,68.1,48,3510
I001584,A0068,2022-07-24,E. Rao,pass,91.8,44,2137
I001585,A0068,2022-07-28,P. Singh,pass,83.8,58,2253
I001586,A0068,2022-08-29,E. Rao,pass,92.5,48,7901
I001587,A0068,2022-09-08,M. Iyer,pass,81.3,47,373
I001588,A0068,2022-09-11,P. Singh,fail,43.9,42,1260
I001589,A0068,2022-09-20,L. Dsouza,pass,65.6,25,1684
I001590,A0068,2022-11-02,M. Iyer,pass,84.5,32,14959
I001591,A0068,2022-11-05,S. Khan,pass,88.3,41,5946
I001592,A0068,2022-11-25,M. Iyer,pass,94.2,35,1560
I001593,A0068,2023-01-01,P. Singh,fail,65.6,62,1662
I001594,A0068,2023-01-15,E. Rao,pass,81.4,46,2579
I001595,A0068,2023-01-22,L. Dsouza,pass,92.2,43,2211
I001596,A0068,2023-02-02,L. Dsouza,pass,89.1,29,1650
I001597,A0068,2023-03-16,L. Dsouza,fail,55.1,51,7025
I001598,A0068,2023-03-22,S. Khan,fail,60.8,31,5324
I001599,A0068,2023-04-14,P. Singh,pass,93.9,31,3313
I001600,A0068,2023-04-16,M. Iyer,repair,84.3,61,950
I001601,A0068,2023-05-08,E. Rao,pass,85.3,36,7329
I001602,A0068,2023-06-18,S. Khan,pass,99.5,15,9808
I001603,A0068,2023-06-24,S. Khan,pass,83.5,57,1073
I001604,A0068,2023-07-18,P. Singh,fail,51.2,40,4160
I001605,A0068,2023-08-07,E. Rao,pass,81.3,46,3652
I001606,A0068,2023-08-13,P. Singh,pass,72.0,50,6500
I001607,A0068,2023-08-13,P. Singh,pass,79.2,73,6729
I001608,A0068,2023-10-22,P. Singh,pass,88.1,32,4412
I001609,A0068,2023-10-24,S. Khan,fail,51.0,33,8374
I001610,A0068,2023-10-28,M. Iyer,repair,84.5,40,1023
I001611,A0068,2024-01-06,L. Dsouza,pass,77.8,24,2379
I001612,A0068,2024-03-08,P. Singh,pass,80.7,54,762
I001613,A0068,2024-04-18,M. Iyer,pass,94.0,42,3192
I001614,A0069,2022-01-14,P. Singh,pass,87.3,17,832
I001615,A0069,2022-03-16,E. Rao,repair,81.4,39,3616
I001616,A0069,2022-07-05,S. Khan,repair,84.0,25,2924
I001617,A0069,2022-09-01,P. Singh,pass,80.4,39,5581
I001618,A0069,2022-09-02,L. Dsouza,pass,87.0,24,4002
I001619,A0069,2022-10-28,L. Dsouza,fail,44.2,65,1985
I001620,A0069,2022-12-10,P. Singh,repair,83.6,26,8248
I001621,A0069,2023-01-31,S. Khan,pass,77.2,57,5077
I001622,A0069,2023-02-27,L. Dsouza,pass,92.7,58,10920
I001623,A0069,2023-04-22,M. Iyer,pass,87.6,47,8963
I001624,A0069,2023-05-04,E. Rao,pass,83.2,50,5150
I001625,A0069,2023-05-09,P. Singh,pass,90.5,52,5242
I001626,A0069,2023-06-02,E. Rao,pass,83.1,53,3564
I001627,A0069,2023-06-30,M. Iyer,pass,73.1,41,1688
I001628,A0069,2023-07-28,M. Iyer,pass,89.3,55,3160
I001629,A0069,2023-08-17,E. Rao,pass,90.9,34,1487
I001630,A0069,2023-08-28,S. Khan,pass,88.5,60,4381
I001631,A0069,2023-09-18,L. Dsouza,repair,78.8,22,4081
I001632,A0069,2023-10-31,L. Dsouza,repair,78.1,70,2386
I001633,A0069,2023-12-28,E. Rao,pass,100.0,24,1928
I001634,A0069,2024-03-26,E. Rao,pass,73.9,49,2830
I001635,A0070,2022-01-20,M. Iyer,repair,85.2,55,1051
I001636,A0070,2022-01-22,M. Iyer,pass,87.6,51,10621
I001637,A0070,2022-03-10,S. Khan,pass,84.7,6,1932
I001638,A0070,2022-03-11,E. Rao,pass,87.3,64,4578
I001639,A0070,2022-07-03,S. Khan,pass,100.0,10,3099
I001640,A0070,2022-07-26,L. Dsouza,pass,95.0,27,2079
I001641,A0070,2022-10-02,P. Singh,repair,62.1,71,3989
I001642,A0070,2022-12-03,P. Singh,pass,87.0,32,1884
I001643,A0070,2022-12-05,P. Singh,pass,89.8,52,4723
I001644,A0070,2023-07-26,L. Dsouza,pass,100.0,63,295
I001645,A0070,2023-07-30,S. Khan,pass,77.6,40,3109
I001646,A0070,2023-09-29,M. Iyer,pass,87.2,48,4305
I001647,A0070,2023-09-30,L. Dsouza,fail,55.7,30,1484
I001648,A0070,2023-11-20,P. Singh,pass,89.4,32,10869
I001649,A0070,2024-02-07,P. Singh,pass,80.7,28,6139
I001650,A0070,2024-02-17,P. Singh,pass,86.2,39,7766
I001651,A0071,2022-04-02,M. Iyer,fail,57.9,54,4689
I001652,A0071,2022-11-02,L. Dsouza,pass,91.8,54,4595
I001653,A0071,2022-11-05,P. Singh,pass,73.5,39,413
I001654,A0071,2022-11-25,L. Dsouza,pass,76.0,63,3871
I001655,A0071,2022-12-04,L. Dsouza,pass,87.1,42,5016
I001656,A0071,2023-04-30,S. Khan,pass,71.2,27,2285
I001657,A0071,2023-07-07,S. Khan,pass,62.7,69,1232
I001658,A0072,2022-01-22,P. Singh,pass,79.8,47,334
I001659,A0072,2022-03-24,P. Singh,pass,87.7,36,4129
I001660,A0072,2022-06-19,M. Iyer,pass,83.8,69,3683
I001661,A0072,2022-06-27,E. Rao,pass,81.6,66,7435
I001662,A0072,2022-07-03,P. Singh,pass,93.5,58,1492
I001663,A0072,2022-07-07,S. Khan,pass,93.7,43,1514
I001664,A0072,2022-08-14,S. Khan,pass,87.0,38,6190
I001665,A0072,2022-09-18,M. Iyer,pass,94.7,29,3750
I001666,A0072,2022-11-24,P. Singh,pass,85.9,38,2674
I001667,A0072,2023-01-08,S. Khan,repair,90.4,39,3182
I001668,A0072,2023-01-10,S. Khan,pass,70.6,36,1358
I001669,A0072,2023-02-17,P. Singh,pass,94.4,42,1637
I001670,A0072,2023-02-21,P. Singh,pass,82.4,41,3006
I001671,A0072,2023-02-21,L. Dsouza,pass,96.8,10,7934
I001672,A0072,2023-05-25,E. Rao,pass,89.0,53,2564
I001673,A0072,2023-06-04,S. Khan,pass,85.8,29,2427
I001674,A0072,2023-06-07,E. Rao,pass,88.7,58,2500
I001675,A0072,2023-08-23,L. Dsouza,pass,87.4,58,3045
I001676,A0072,2023-08-30,M. Iyer,repair,91.7,81,2848
I001677,A0072,2023-08-31,S. Khan,pass,72.3,63,4117
I001678,A0072,2023-09-08,P. Singh,pass,85.9,38,4120
I001679,A0072,2024-01-08,S. Khan,pass,90.4,35,571
I001680,A0072,2024-03-26,M. Iyer,repair,78.8,32,1741
I001681,A0072,2024-03-29,S. Khan,pass,95.8,27,6517
I001682,A0073,2022-03-13,S. Khan,fail,57.6,27,3541
I001683,A0073,2022-07-26,M. Iyer,fail,61.1,81,8827
I001684,A0073,2022-12-08,P. Singh,fail,69.2,47,3273
I001685,A0073,2023-03-17,S. Khan,fail,49.9,45,2379
I001686,A0073,2023-04-07,S. Khan,pass,78.4,24,2556
I001687,A0073,2023-06-23,P. Singh,fail,61.8,69,1660
I001688,A0073,2023-07-11,P. Singh,repair,77.9,42,200
I001689,A0073,2023-08-22,L. Dsouza,repair,79.1,47,4410
I001690,A0073,2023-10-03,E. Rao,pass,89.6,23,1442
I001691,A0073,2024-04-10,M. Iyer,fail,62.8,73,2680
I001692,A0074,2022-01-02,L. Dsouza,pass,81.3,31,4475
I001693,A0074,2022-04-22,P. Singh,pass,81.2,50,1935
I001694,A0074,2022-08-18,M. Iyer,fail,60.3,67,630
I001695,A0074,2023-06-08,M. Iyer,pass,70.9,48,2573
I001696,A0074,2023-08-18,S. Khan,fail,60.5,41,2430
I001697,A0074,2023-10-11,S. Khan,pass,87.5,47,1458
I001698,A0074,2024-04-01,E. Rao,pass,92.5,65,2025
I001699,A0074,2024-04-18,E. Rao,pass,94.3,52,488
I001700,A0075,2022-01-24,M. Iyer,fail,67.3,39,1200
I001701,A0075,2022-02-02,M. Iyer,pass,73.7,36,1827
I001702,A0075,2022-04-20,M. Iyer,pass,74.7,49,7380
I001703,A0075,2022-04-28,P. Singh,pass,76.3,43,4022
I001704,A0075,2022-06-07,P. Singh,pass,90.5,77,2100
I001705,A0075,2022-06-17,L. Dsouza,fail,65.5,50,5687
I001706,A0075,2022-08-04,L. Dsouza,pass,89.2,20,1123
I001707,A0075,2022-09-04,M. Iyer,pass,77.9,47,295
I001708,A0075,2022-09-21,P. Singh,pass,81.2,48,3665
I001709,A0075,2022-10-12,M. Iyer,pass,96.7,28,2600
I001710,A0075,2022-12-14,M. Iyer,repair,75.0,46,3774
I001711,A0075,2023-02-04,M. Iyer,pass,96.9,37,1214
I001712,A0075,2023-02-07,L. Dsouza,fail,55.9,66,4337
I001713,A0075,2023-03-10,P. Singh,pass,78.8,46,1233
I001714,A0075,2023-03-15,L. Dsouza,pass,79.8,56,734
I001715,A0075,2023-06-02,E. Rao,pass,83.7,62,818
I001716,A0075,2023-06-24,S. Khan,pass,66.6,30,200
I001717,A0075,2023-08-19,P. Singh,pass,100.0,54,3318
I001718,A0075,2023-09-15,L. Dsouza,pass,85.4,51,3438
I001719,A0075,2023-09-28,S. Khan,pass,95.8,38,2670
I001720,A0075,2023-12-26,M. Iyer,pass,83.5,75,4201
I001721,A0075,2024-01-15,M. Iyer,pass,71.1,22,4919
I001722,A0075,2024-03-29,S. Khan,pass,93.2,10,1142
I001723,A0075,2024-03-30,S. Khan,pass,81.9,10,330
I001724,A0075,2024-04-04,S. Khan,pass,85.8,54,4465
I001725,A0075,2024-04-05,S. Khan,pass,75.6,42,6446
I001726,A0076,2022-01-07,E. Rao,pass,84.0,68,8240
I001727,A0076,2022-02-19,M. Iyer,repair,86.2,47,3365
I001728,A0076,2022-03-09,M. Iyer,repair,88.5,55,4574
I001729,A0076,2022-03-19,E. Rao,pass,91.8,5,2444
I001730,A0076,2022-05-07,L. Dsouza,pass,82.9,37,2348
I001731,A0076,2022-05-29,M. Iyer,pass,92.0,69,359
I001732,A0076,2022-06-07,E. Rao,repair,87.6,45,3715
I001733,A0076,2022-06-18,S. Khan,pass,91.6,25,2683
I001734,A0076,2022-08-10,M. Iyer,pass,100.0,38,2522
I001735,A0076,2022-08-18,L. Dsouza,repair,95.9,67,1050
I001736,A0076,2022-10-07,S. Khan,fail,62.6,61,2775
I001737,A0076,2022-10-12,S. Khan,pass,82.8,63,898
I001738,A0076,2022-11-01,P. Singh,pass,100.0,41,2109
I001739,A0076,2022-12-25,S. Khan,fail,45.1,36,2287
I001740,A0076,2023-01-10,E. Rao,pass,82.6,28,2691
I001741,A0076,2023-01-12,M. Iyer,pass,89.9,47,7387
I001742,A0076,2023-03-15,L. Dsouza,pass,83.8,29,4115
I001743,A0076,2023-03-20,L. Dsouza,pass,80.9,36,5119
I001744,A0076,2023-04-03,E. Rao,pass,82.9,37,3535
I001745,A0076,2023-04-04,P. Singh,pass,84.9,7,7863
I001746,A0076,2023-04-16,M. Iyer,repair,73.9,58,1678
I001747,A0076,2023-04-24,S. Khan,repair,97.9,51,2826
I001748,A0076,2023-05-12,P. Singh,pass,100.0,50,2068
I001749,A0076,2023-05-19,P. Singh,repair,95.9,38,6807
I001750,A0076,2023-06-09,S. Khan,pass,77.6,37,1031
I001751,A0076,2023-06-15,S. Khan,repair,86.9,45,3335
I001752,A0076,2023-06-16,E. Rao,pass,83.4,25,3302
I001753,A0076,2023-06-27,E. Rao,pass,94.3,28,4714
I001754,A0076,2023-08-08,L. Dsouza,repair,90.6,33,5551
I001755,A0076,2023-08-25,M. Iyer,pass,86.4,33,2551
I001756,A0076,2023-09-23,E. Rao,pass,77.8,76,9471
I001757,A0076,2023-09-27,E. Rao,pass,97.1,42,6783
I001758,A0076,2023-12-23,P. Singh,pass,82.6,81,3872
I001759,A0076,2024-01-09,L. Dsouza,pass,78.3,42,4555
I001760,A0076,2024-02-19,L. Dsouza,pass,88.3,67,2322
I001761,A0076,2024-03-27,E. Rao,pass,85.3,44,965
I001762,A0076,2024-04-07,L. Dsouza,pass,90.7,28,531
I001763,A0076,2024-04-17,S. Khan,pass,80.4,33,2932
I001764,A0076,2024-04-20,M. Iyer,pass,83.0,18,4329
I001765,A0077,2022-01-09,M. Iyer,pass,85.7,29,5659
I001766,A0077,2022-01-30,S. Khan,pass,89.1,40,4675
I001767,A0077,2022-04-03,S. Khan,pass,79.6,42,2875
I001768,A0077,2022-05-02,L. Dsouza,pass,79.4,50,6834
I001769,A0077,2022-05-13,M. Iyer,pass,79.4,43,2646
I001770,A0077,2022-06-07,E. Rao,pass,86.0,47,3363
I001771,A0077,2022-06-26,S. Khan,repair,87.4,43,2967
I001772,A0077,2022-09-28,S. Khan,pass,80.1,39,3467
I001773,A0077,2022-10-07,S. Khan,fail,59.1,35,1157
I001774,A0077,2022-10-27,M. Iyer,pass,83.4,43,4063
I001775,A0077,2022-11-19,E. Rao,repair,89.6,33,600
I001776,A0077,2022-11-29,E. Rao,repair,78.9,70,2659
I001777,A0077,2022-12-09,M. Iyer,repair,80.3,49,5963
I001778,A0077,2022-12-26,L. Dsouza,repair,89.2,52,3549
I001779,A0077,2023-01-01,M. Iyer,fail,58.9,57,2520
I001780,A0077,2023-02-03,S. Khan,fail,43.4,40,3306
I001781,A0077,2023-02-05,S. Khan,pass,70.1,33,1497
I001782,A0077,2023-02-17,L. Dsouza,pass,93.3,28,4739
I001783,A0077,2023-02-18,E. Rao,repair,74.9,59,5549
I001784,A0077,2023-02-20,P. Singh,pass,86.1,30,6603
I001785,A0077,2023-03-04,P. Singh,pass,87.9,61,2761
I001786,A0077,2023-04-17,L. Dsouza,pass,100.0,37,2475
I001787,A0077,2023-05-05,P. Singh,pass,93.9,41,369
I001788,A0077,2023-05-26,E. Rao,pass,71.4,63,576
I001789,A0077,2023-06-03,M. Iyer,pass,86.9,32,1892
I001790,A0077,2023-08-09,L. Dsouza,pass,74.9,67,200
I001791,A0077,2023-08-10,P. Singh,pass,88.0,54,1073
I001792,A0077,2023-08-23,S. Khan,pass,94.4,36,5970
I001793,A0077,2023-09-12,M. Iyer,fail,55.1,58,3562
I001794,A0077,2023-09-14,E. Rao,fail,57.1,38,4202
I001795,A0077,2023-11-13,P. Singh,pass,76.8,64,1320
I001796,A0077,2023-12-11,P. Singh,pass,79.7,47,3521
I001797,A0077,2024-01-14,L. Dsouza,pass,86.3,56,5323
I001798,A0077,2024-01-19,S. Khan,pass,94.4,37,3833
I001799,A0077,2024-01-26,E. Rao,pass,89.8,48,5507
I001800,A0077,2024-02-26,E. Rao,pass,83.2,63,2601
I001801,A0077,2024-03-07,E. Rao,fail,52.9,14,505
I001802,A0077,2024-03-26,S. Khan,pass,86.2,65,3201
I001803,A0077,2024-04-01,M. Iyer,pass,88.8,54,775
I001804,A0078,2022-06-22,M. Iyer,pass,75.3,32,3682
I001805,A0078,2022-08-02,M. Iyer,pass,85.4,70,2120
I001806,A0078,2022-08-10,S. Khan,pass,91.0,41,4013
I001807,A0078,2022-09-26,E. Rao,pass,85.5,44,5056
I001808,A0078,2022-11-10,P. Singh,pass,85.1,31,5841
I001809,A0078,2022-12-28,E. Rao,pass,100.0,44,1987
I001810,A0078,2023-03-09,M. Iyer,pass,73.4,54,9719
I001811,A0078,2023-03-13,P. Singh,pass,87.2,28,4460
I001812,A0078,2023-05-19,M. Iyer,repair,85.3,44,1462
I001813,A0078,2023-08-08,E. Rao,pass,87.9,42,5686
I001814,A0078,2023-08-26,M. Iyer,pass,66.3,28,9593
I001815,A0078,2023-09-16,P. Singh,fail,62.7,74,777
I001816,A0078,2023-09-22,P. Singh,pass,86.3,63,1757
I001817,A0078,2023-10-15,P. Singh,pass,84.9,5,2735
I001818,A0078,2023-10-29,P. Singh,repair,87.6,61,2904
I001819,A0078,2023-11-09,E. Rao,pass,92.2,54,3691
I001820,A0078,2024-01-20,E. Rao,pass,86.6,52,753
I001821,A0078,2024-04-12,M. Iyer,pass,81.0,28,2462
I001822,A0079,2022-02-02,M. Iyer,pass,79.3,32,2245
I001823,A0079,2022-02-19,M. Iyer,pass,92.3,39,2661
I001824,A0079,2022-02-19,L. Dsouza,pass,80.6,49,2189
I001825,A0079,2022-06-15,P. Singh,pass,97.1,52,5158
I001826,A0079,2022-06-22,S. Khan,pass,84.3,43,757
I001827,A0079,2022-09-22,L. Dsouza,fail,59.1,75,3282
I001828,A0079,2022-12-21,P. Singh,pass,73.4,33,3180
I001829,A0079,2023-01-16,E. Rao,repair,80.3,49,1315
I001830,A0079,2023-01-31,S. Khan,pass,93.9,46,1928
I001831,A0079,2023-02-14,L. Dsouza,fail,53.6,70,6802
I001832,A0079,2023-02-24,E. Rao,pass,78.4,50,200
I001833,A0079,2023-03-14,M. Iyer,pass,81.1,77,1886
I001834,A0079,2023-04-13,S. Khan,pass,93.8,64,2528
I001835,A0079,2023-04-13,S. Khan,pass,82.6,41,7657
I001836,A0079,2023-04-16,L. Dsouza,pass,94.7,40,5683
I001837,A0079,2023-05-11,P. Singh,pass,86.0,20,2163
I001838,A0079,2023-05-16,P. Singh,fail,69.5,53,1981
I001839,A0079,2023-06-15,S. Khan,pass,72.2,33,3610
I001840,A0079,2023-06-15,E. Rao,repair,86.8,53,2438
I001841,A0079,2023-06-19,P. Singh,pass,68.6,57,12433
I001842,A0079,2023-07-04,M. Iyer,pass,78.8,71,1950
I001843,A0079,2023-08-17,L. Dsouza,pass,75.3,38,9418
I001844,A0079,2023-09-14,M. Iyer,pass,90.8,30,3777
I001845,A0079,2023-12-05,S. Khan,pass,78.5,66,5537
I001846,A0079,2023-12-09,S. Khan,pass,80.8,24,1023
I001847,A0079,2023-12-09,S. Khan,pass,85.0,41,4969
I001848,A0079,2024-02-10,M. Iyer,fail,54.1,46,11141
I001849,A0080,2022-01-05,M. Iyer,pass,77.7,65,1275
I001850,A0080,2022-02-07,E. Rao,pass,89.1,36,3235
I001851,A0080,2022-02-19,E. Rao,pass,82.8,55,758
I001852,A0080,2022-04-26,E. Rao,pass,87.2,33,831
I001853,A0080,2022-07-07,S. Khan,pass,90.1,60,7756
I001854,A0080,2022-08-24,S. Khan,pass,82.6,96,4965
I001855,A0080,2022-11-11,E. Rao,pass,87.4,54,1093
I001856,A0080,2022-11-27,L. Dsouza,pass,90.0,41,1593
I001857,A0080,2023-01-25,S. Khan,pass,76.0,54,548
I001858,A0080,2023-01-26,P. Singh,fail,58.9,43,3393
I001859,A0080,2023-02-15,L. Dsouza,pass,85.1,40,4171
I001860,A0080,2023-04-22,P. Singh,pass,79.3,24,8287
I001861,A0080,2023-04-24,P. Singh,fail,70.1,46,3235
I001862,A0080,2023-05-20,M. Iyer,pass,76.1,54,2754
I001863,A0080,2023-07-28,P. Singh,fail,73.2,43,1000
I001864,A0080,2023-08-11,S. Khan,pass,82.5,10,7024
I001865,A0080,2023-09-05,M. Iyer,pass,89.0,65,10237
I001866,A0080,2023-09-14,L. Dsouza,fail,71.9,38,1354
I001867,A0080,2023-09-15,S. Khan,pass,91.1,70,1249
I001868,A0080,2023-11-15,M. Iyer,pass,68.7,38,5206
I001869,A0080,2024-01-10,S. Khan,pass,75.1,43,1294
I001870,A0080,2024-03-01,M. Iyer,pass,88.0,39,1821
I001871,A0080,2024-03-06,P. Singh,pass,78.5,83,1539
I001872,A0081,2022-01-24,S. Khan,pass,85.2,36,5935
I001873,A0081,2022-01-27,P. Singh,pass,84.0,32,1615
I001874,A0081,2022-05-25,M. Iyer,pass,87.8,34,2187
I001875,A0081,2022-07-24,S. Khan,pass,78.7,61,2531
I001876,A0081,2022-10-31,S. Khan,pass,89.3,57,794
I001877,A0081,2022-12-29,E. Rao,repair,95.6,54,4903
I001878,A0081,2022-12-30,S. Khan,pass,80.6,42,6427
I001879,A0081,2023-01-23,E. Rao,repair,100.0,50,5448
I001880,A0081,2023-02-03,P. Singh,repair,74.9,40,4649
I001881,A0081,2023-02-11,S. Khan,fail,69.0,23,8392
I001882,A0081,2023-07-28,L. Dsouza,pass,83.9,46,5184
I001883,A0081,2023-09-25,M. Iyer,pass,100.0,37,849
I001884,A0081,2023-12-24,L. Dsouza,pass,88.1,21,6286
I001885,A0081,2023-12-29,E. Rao,pass,86.2,35,3922
I001886,A0081,2024-01-18,E. Rao,pass,94.9,40,3653
I001887,A0081,2024-02-21,P. Singh,pass,87.5,59,3085
I001888,A0081,2024-03-14,P. Singh,pass,95.4,58,4081
I001889,A0082,2022-06-04,M. Iyer,pass,75.3,37,8398
I001890,A0082,2023-01-09,E. Rao,pass,84.9,45,2889
I001891,A0082,2023-04-24,P. Singh,pass,76.2,49,3542
I001892,A0082,2023-05-03,L. Dsouza,fail,63.6,45,6851
I001893,A0082,2023-05-28,P. Singh,fail,48.0,35,1792
I001894,A0082,2023-06-04,L. Dsouza,fail,45.8,53,1621
I001895,A0082,2023-06-16,S. Khan,pass,80.2,64,5917
I001896,A0082,2023-06-25,P. Singh,fail,52.9,9,3281
I001897,A0082,2023-06-26,L. Dsouza,pass,100.0,53,2373
I001898,A0082,2023-09-24,S. Khan,repair,74.4,57,1573
I001899,A0082,2023-09-30,S. Khan,pass,92.3,89,1025
I001900,A0082,2023-10-07,L. Dsouza,pass,73.9,49,4817
I001901,A0082,2023-10-12,E. Rao,pass,87.8,29,3719
I001902,A0082,2023-12-10,L. Dsouza,pass,85.8,34,2217
I001903,A0082,2024-02-25,L. Dsouza,pass,81.4,71,2443
I001904,A0083,2022-01-30,L. Dsouza,repair,93.5,46,5222
I001905,A0083,2022-08-15,M. Iyer,pass,92.6,65,5359
I001906,A0083,2022-10-15,S. Khan,pass,99.6,61,5091
I001907,A0083,2023-09-10,P. Singh,repair,85.8,76,1967
I001908,A0083,2024-02-23,L. Dsouza,pass,82.2,40,1687
I001909,A0083,2024-03-06,L. Dsouza,repair,83.4,31,813
I001910,A0083,2024-04-20,S. Khan,pass,94.0,37,3768
I001911,A0083,2024-04-21,M. Iyer,fail,57.6,25,3319
I001912,A0084,2022-01-24,L. Dsouza,fail,53.5,40,3083
I001913,A0084,2022-02-08,M. Iyer,pass,87.5,46,2040
I001914,A0084,2022-02-09,L. Dsouza,pass,88.0,46,200
I001915,A0084,2022-03-20,P. Singh,repair,90.5,45,3485
I001916,A0084,2022-03-23,M. Iyer,pass,82.7,55,5633
I001917,A0084,2022-04-08,L. Dsouza,pass,86.1,41,1859
I001918,A0084,2022-04-10,S. Khan,repair,75.4,26,2054
I001919,A0084,2022-05-02,S. Khan,pass,81.9,41,2431
I001920,A0084,2022-07-05,S. Khan,pass,81.1,56,2002
I001921,A0084,2022-08-17,P. Singh,pass,91.5,63,1442
I001922,A0084,2022-08-28,L. Dsouza,pass,95.3,32,780
I001923,A0084,2022-10-02,E. Rao,fail,49.9,66,200
I001924,A0084,2022-12-01,E. Rao,pass,97.8,27,2220
I001925,A0084,2023-01-19,L. Dsouza,pass,80.4,40,4888
I001926,A0084,2023-02-12,S. Khan,pass,99.4,53,3228
I001927,A0084,2023-04-10,L. Dsouza,pass,83.5,32,2536
I001928,A0084,2023-05-01,L. Dsouza,pass,88.6,44,5022
I001929,A0084,2023-05-30,S. Khan,pass,94.4,20,6539
I001930,A0084,2023-08-14,S. Khan,pass,81.4,50,3783
I001931,A0084,2023-08-30,S. Khan,pass,80.6,16,6948
I001932,A0084,2023-10-14,S. Khan,pass,78.7,29,4717
I001933,A0084,2023-11-01,E. Rao,pass,97.9,75,5506
I001934,A0084,2023-12-05,S. Khan,pass,93.6,37,6733
I001935,A0084,2023-12-08,L. Dsouza,pass,96.0,65,2217
I001936,A0084,2023-12-19,P. Singh,pass,82.1,48,1611
I001937,A0084,2024-02-27,E. Rao,repair,94.1,39,1812
I001938,A0084,2024-03-31,M. Iyer,pass,80.0,46,1068
I001939,A0084,2024-04-02,E. Rao,pass,81.6,77,1632
I001940,A0084,2024-04-27,S. Khan,repair,88.6,49,2857
I001941,A0085,2022-02-07,M. Iyer,pass,77.1,42,5505
I001942,A0085,2022-07-14,P. Singh,pass,87.2,38,906
I001943,A0085,2022-08-15,E. Rao,fail,49.4,36,7231
I001944,A0085,2022-09-08,S. Khan,pass,96.3,47,7284
I001945,A0085,2022-10-15,L. Dsouza,repair,78.2,55,4088
I001946,A0085,2022-10-29,L. Dsouza,pass,81.8,43,2591
I001947,A0085,2023-01-09,M. Iyer,pass,81.5,55,3083
I001948,A0085,2023-03-27,M. Iyer,pass,92.4,54,1231
I001949,A0085,2023-05-10,L. Dsouza,pass,94.9,15,6016
I001950,A0085,2023-05-15,S. Khan,pass,75.7,52,2511
I001951,A0085,2023-05-28,M. Iyer,pass,85.3,81,2859
I001952,A0085,2023-06-11,S. Khan,pass,90.6,54,3257
I001953,A0085,2023-09-07,M. Iyer,pass,89.5,39,4059
I001954,A0085,2023-10-21,M. Iyer,pass,93.8,45,6613
I001955,A0085,2023-12-02,M. Iyer,pass,78.6,33,1630
I001956,A0085,2023-12-20,E. Rao,pass,80.3,35,1855
I001957,A0085,2024-04-26,L. Dsouza,pass,84.9,33,1236
I001958,A0086,2022-01-15,E. Rao,pass,69.3,37,2190
I001959,A0086,2022-04-16,P. Singh,pass,72.1,58,4938
I001960,A0086,2022-05-06,E. Rao,repair,85.3,34,1054
I001961,A0086,2022-07-16,P. Singh,fail,56.3,26,1505
I001962,A0086,2022-07-17,E. Rao,repair,82.4,45,3752
I001963,A0086,2022-08-19,E. Rao,pass,84.3,56,5375
I001964,A0086,2022-09-04,S. Khan,pass,87.0,49,985
I001965,A0086,2023-06-05,M. Iyer,pass,83.1,36,3128
I001966,A0086,2023-06-14,E. Rao,pass,88.5,45,1727
I001967,A0086,2023-07-03,L. Dsouza,fail,68.9,42,1074
I001968,A0086,2023-07-19,S. Khan,pass,98.4,38,1674
I001969,A0086,2023-07-29,L. Dsouza,pass,83.8,42,3921
I001970,A0086,2023-12-20,P. Singh,pass,88.1,8,3800
I001971,A0086,2024-02-06,S. Khan,pass,86.4,23,1949
I001972,A0086,2024-03-12,S. Khan,fail,64.1,49,5374
I001973,A0086,2024-04-29,E. Rao,fail,75.6,38,2966
I001974,A0087,2022-01-20,E. Rao,pass,88.6,40,5040
I001975,A0087,2022-03-14,S. Khan,fail,63.8,26,2894
I001976,A0087,2022-05-01,L. Dsouza,repair,91.9,54,3929
I001977,A0087,2022-05-03,M. Iyer,pass,85.1,37,1098
I001978,A0087,2022-06-20,L. Dsouza,repair,91.5,31,4899
I001979,A0087,2022-07-07,E. Rao,pass,75.3,22,3653
I001980,A0087,2022-08-25,M. Iyer,pass,75.8,35,253
I001981,A0087,2022-09-10,P. Singh,repair,79.3,101,209
I001982,A0087,2022-10-03,M. Iyer,pass,75.1,58,7466
