current_amp,voltage_v,travel_speed_mmps,wire_feed_mmps,heat_input_kjmm,gas_flow_lpm,joint_gap_mm,plate_thickness_mm,material,defect
218.0,25.55,10.84,6.99,0.514,11.0,0.75,3.0,Stainless,0
201.9,23.17,7.48,6.49,0.625,14.6,0.7,5.0,Aluminum,0
248.6,26.1,7.63,8.37,0.85,10.8,0.62,10.0,Stainless,0
164.8,22.9,9.77,5.2,0.386,17.5,0.89,12.0,Stainless,0
221.0,24.91,8.57,6.57,0.642,9.9,0.22,12.0,Carbon,0
163.1,21.17,7.49,5.68,0.461,14.8,1.81,16.0,Aluminum,1
170.4,24.94,11.84,4.85,0.359,10.6,0.49,3.0,Carbon,0
196.6,25.14,7.82,5.46,0.632,12.9,0.27,5.0,Carbon,0
181.7,24.16,7.32,5.81,0.599,18.0,0.11,10.0,Carbon,0
274.1,28.08,8.94,7.78,0.861,12.1,0.17,10.0,Carbon,0
194.9,23.78,5.12,5.61,0.904,18.9,0.31,6.0,Carbon,0
186.9,23.71,12.09,6.71,0.367,16.8,0.29,12.0,Aluminum,1
216.3,25.34,12.85,6.51,0.427,18.5,0.07,5.0,Carbon,0
166.3,22.91,8.13,4.29,0.468,20.3,0.7,12.0,Aluminum,0
229.3,24.82,7.1,6.18,0.802,17.6,0.51,16.0,Carbon,0
146.0,22.33,7.92,4.77,0.412,12.8,0.08,6.0,Aluminum,0
185.9,24.71,6.66,5.99,0.69,16.2,1.78,6.0,Stainless,1
167.8,23.98,7.47,5.77,0.538,11.1,0.37,5.0,Carbon,0
165.3,22.68,9.23,5.23,0.406,17.1,1.4,12.0,Aluminum,0
138.0,24.13,7.85,4.68,0.424,18.0,0.45,6.0,Aluminum,0
150.8,25.78,7.2,3.62,0.54,10.6,0.78,6.0,Carbon,1
201.9,23.49,4.46,5.87,1.064,23.3,0.86,5.0,Carbon,0
212.6,24.91,8.94,6.14,0.592,19.1,1.1,10.0,Stainless,0
232.8,24.78,8.85,6.55,0.652,14.8,1.71,16.0,Stainless,0
220.5,23.66,4.27,6.26,1.221,10.1,0.2,16.0,Carbon,0
161.7,23.48,9.61,5.39,0.395,15.2,1.03,3.0,Carbon,0
228.7,23.19,7.4,5.8,0.717,13.1,0.17,6.0,Carbon,0
169.7,22.86,11.66,4.11,0.333,17.6,0.59,6.0,Carbon,0
169.9,22.97,10.65,5.59,0.366,13.6,1.0,10.0,Carbon,0
206.4,24.2,9.39,6.21,0.532,18.3,0.71,5.0,Carbon,0
195.6,23.14,10.39,6.41,0.436,10.9,0.62,6.0,Carbon,0
163.0,22.5,9.17,5.1,0.4,17.1,0.16,12.0,Carbon,0
199.3,23.02,7.56,5.47,0.607,12.4,0.48,10.0,Aluminum,1
173.8,22.24,8.22,5.48,0.47,15.3,0.65,12.0,Carbon,0
190.6,22.01,4.48,6.34,0.937,15.6,0.76,10.0,Stainless,1
161.6,24.81,9.36,4.66,0.429,11.2,1.39,12.0,Carbon,1
206.4,21.25,8.78,4.95,0.499,12.2,1.77,5.0,Aluminum,1
150.2,23.11,7.67,4.05,0.453,15.0,0.45,3.0,Stainless,0
220.4,25.58,8.1,6.52,0.696,13.2,0.31,10.0,Stainless,0
213.5,27.01,9.6,5.78,0.601,15.4,0.57,12.0,Stainless,1
191.3,22.71,4.68,4.8,0.928,11.2,0.78,8.0,Carbon,1
226.1,22.65,8.77,7.25,0.584,18.8,0.99,8.0,Carbon,0
199.4,23.39,12.08,6.23,0.386,16.6,0.03,16.0,Aluminum,1
178.4,25.28,11.0,5.87,0.41,10.6,0.77,12.0,Stainless,1
202.1,24.95,9.94,6.44,0.507,15.3,0.07,6.0,Stainless,0
172.6,22.68,8.57,5.39,0.457,17.6,0.27,3.0,Carbon,0
197.6,22.66,5.78,6.68,0.774,11.2,0.76,8.0,Stainless,1
192.0,23.44,6.63,6.61,0.679,13.7,0.78,12.0,Stainless,0
192.3,25.31,4.91,6.35,0.992,12.8,0.67,8.0,Carbon,0
204.7,26.45,10.32,5.68,0.525,12.1,0.21,10.0,Carbon,0
193.8,26.27,7.38,7.43,0.689,17.2,0.17,6.0,Carbon,1
213.8,24.61,5.2,6.11,1.012,17.8,1.09,3.0,Carbon,0
214.3,23.98,6.03,7.23,0.853,13.9,0.88,8.0,Carbon,0
199.7,22.59,10.61,6.33,0.425,15.0,0.11,3.0,Carbon,0
168.8,23.65,6.57,5.53,0.608,19.0,1.13,8.0,Carbon,0
185.1,25.01,7.22,6.52,0.642,19.4,1.2,5.0,Carbon,0
164.8,23.02,7.97,3.88,0.476,14.7,0.17,5.0,Stainless,1
183.8,22.47,3.44,6.77,1.2,12.7,1.13,5.0,Carbon,0
202.2,23.63,9.93,5.41,0.481,17.7,0.77,3.0,Aluminum,0
175.5,24.87,12.22,4.97,0.357,21.8,0.27,10.0,Carbon,0
168.9,22.76,8.59,4.85,0.448,20.3,0.17,16.0,Aluminum,0
177.0,23.51,11.54,4.34,0.361,14.3,0.68,12.0,Carbon,1
202.6,25.07,6.86,6.43,0.74,20.7,0.23,8.0,Stainless,0
234.2,24.85,12.07,5.81,0.482,17.4,0.72,5.0,Carbon,1
196.5,21.97,7.16,6.29,0.603,12.9,1.88,5.0,Aluminum,1
154.9,22.46,9.79,5.95,0.356,18.7,1.06,10.0,Stainless,1
152.1,24.23,8.24,5.11,0.447,22.0,0.55,3.0,Stainless,0
161.9,21.11,6.01,5.51,0.569,15.6,0.39,16.0,Carbon,0
241.7,25.61,12.51,6.86,0.495,15.5,0.63,3.0,Carbon,0
211.2,24.62,7.72,7.1,0.674,17.7,1.4,5.0,Carbon,0
187.1,20.77,7.04,4.86,0.552,12.4,0.3,12.0,Stainless,0
189.7,25.09,6.65,6.05,0.716,16.3,1.08,6.0,Carbon,0
153.4,21.39,10.01,4.44,0.328,11.8,0.8,6.0,Aluminum,1
97.6,21.27,7.7,2.71,0.27,11.7,0.65,3.0,Aluminum,0
198.5,22.99,11.69,4.92,0.39,14.2,1.05,5.0,Stainless,1
150.3,22.79,7.72,5.05,0.444,12.6,1.89,12.0,Carbon,1
228.4,24.4,10.4,6.52,0.536,19.2,0.37,10.0,Stainless,1
135.8,21.57,6.85,4.69,0.428,12.2,0.48,10.0,Carbon,0
211.9,22.85,8.18,6.13,0.592,18.3,0.65,6.0,Stainless,0
240.1,25.9,10.13,7.99,0.614,20.5,0.26,8.0,Stainless,0
202.0,24.27,6.35,5.78,0.773,15.7,1.05,3.0,Carbon,0
156.4,22.05,8.82,4.85,0.391,19.2,0.6,5.0,Carbon,0
237.9,24.72,8.59,7.92,0.685,17.8,1.06,5.0,Carbon,0
177.7,22.61,10.96,5.52,0.367,16.9,0.73,5.0,Carbon,1
209.4,22.61,5.94,6.99,0.797,12.3,0.45,16.0,Aluminum,0
207.2,22.45,12.6,6.1,0.369,17.6,0.33,10.0,Carbon,1
206.3,25.4,10.51,6.48,0.498,14.5,0.55,3.0,Carbon,0
192.4,22.36,5.04,5.2,0.855,13.7,1.08,10.0,Carbon,1
225.2,24.51,9.49,6.88,0.582,22.5,0.78,6.0,Carbon,1
136.4,22.05,9.22,4.54,0.326,15.2,0.4,3.0,Aluminum,1
204.8,26.08,3.54,5.17,1.51,14.3,0.93,6.0,Carbon,0
185.3,22.64,7.19,5.24,0.584,14.6,0.43,12.0,Carbon,0
195.7,25.89,8.98,6.28,0.564,12.9,0.61,12.0,Carbon,1
225.6,24.76,7.5,5.44,0.745,14.7,0.22,16.0,Carbon,0
218.2,24.03,10.07,6.1,0.521,19.8,0.42,3.0,Stainless,1
137.4,22.32,8.69,3.29,0.353,17.8,0.52,12.0,Carbon,1
288.6,27.22,7.98,9.24,0.985,14.9,0.49,16.0,Carbon,0
228.9,25.48,6.31,7.14,0.924,17.0,0.48,8.0,Carbon,0
183.2,23.59,8.58,5.35,0.504,15.3,0.67,10.0,Carbon,0
134.1,21.33,7.07,3.95,0.405,13.4,0.61,10.0,Stainless,0
176.6,24.19,7.28,5.59,0.587,15.5,0.38,10.0,Carbon,0
221.8,23.23,10.18,7.05,0.506,14.6,0.49,10.0,Carbon,0
220.3,26.0,11.65,6.47,0.492,13.5,0.76,12.0,Carbon,1
226.0,26.92,7.32,6.07,0.831,14.2,0.43,10.0,Carbon,1
164.5,23.19,5.42,4.44,0.704,19.4,1.1,16.0,Carbon,0
182.3,24.08,6.89,6.11,0.637,11.9,2.37,16.0,Carbon,1
220.8,26.73,5.04,6.34,1.171,12.7,0.25,6.0,Aluminum,1
206.8,24.47,8.97,6.42,0.564,15.6,0.61,5.0,Carbon,0
170.4,23.75,8.41,4.74,0.481,16.2,0.24,16.0,Carbon,1
246.9,25.02,3.51,8.04,1.758,14.9,0.38,10.0,Carbon,0
232.6,25.23,11.32,6.73,0.518,17.5,0.15,5.0,Stainless,0
199.7,23.32,7.64,5.95,0.609,13.7,1.05,6.0,Carbon,1
194.8,22.28,7.79,5.28,0.557,14.3,0.26,6.0,Carbon,0
184.1,24.18,10.03,5.22,0.444,16.2,0.67,16.0,Carbon,0
203.1,26.71,9.07,6.51,0.598,15.2,0.9,8.0,Carbon,0
171.8,21.79,9.72,6.1,0.385,15.2,0.39,12.0,Aluminum,1
182.0,24.11,6.02,6.33,0.729,12.6,0.92,12.0,Carbon,1
169.4,24.02,9.07,4.15,0.449,13.7,1.38,6.0,Stainless,0
160.4,21.93,5.38,4.56,0.654,17.5,0.34,5.0,Carbon,0
199.9,24.81,8.91,6.4,0.557,17.7,0.22,3.0,Carbon,0
201.2,24.48,10.16,6.52,0.485,18.0,0.75,16.0,Carbon,1
234.9,24.86,7.63,7.58,0.766,15.4,0.48,16.0,Stainless,0
153.5,24.18,10.69,4.3,0.347,15.9,1.2,12.0,Carbon,0
186.2,25.33,7.93,5.39,0.594,19.7,0.25,3.0,Carbon,1
175.9,23.52,5.5,5.81,0.752,14.0,0.94,6.0,Stainless,1
170.3,22.91,10.79,5.35,0.362,11.4,0.14,16.0,Aluminum,0
184.9,25.63,7.44,6.71,0.637,17.2,0.49,3.0,Stainless,1
220.4,25.87,7.74,6.57,0.737,17.9,0.86,10.0,Carbon,1
164.7,22.65,7.74,3.87,0.482,14.4,0.22,8.0,Stainless,0
190.5,22.27,10.51,5.21,0.404,10.5,0.69,5.0,Stainless,0
211.3,23.08,9.17,6.18,0.532,20.1,0.35,12.0,Stainless,0
257.0,24.04,8.48,7.53,0.729,16.2,0.69,3.0,Aluminum,1
236.8,24.83,8.27,7.1,0.71,18.9,0.92,3.0,Stainless,0
183.4,22.67,6.71,5.88,0.62,16.3,0.62,5.0,Aluminum,0
187.5,26.07,5.15,5.7,0.948,13.6,0.65,10.0,Carbon,0
174.6,24.66,7.67,4.33,0.562,17.3,0.39,12.0,Carbon,0
188.4,22.26,8.69,5.34,0.483,17.0,0.55,8.0,Carbon,1
219.4,22.7,7.3,6.64,0.682,21.9,0.87,12.0,Carbon,0
158.7,24.27,10.83,4.86,0.356,17.6,0.23,5.0,Carbon,0
175.8,23.69,10.12,5.63,0.411,13.6,1.28,8.0,Carbon,0
183.2,23.89,12.66,4.67,0.346,16.5,0.34,5.0,Aluminum,0
143.1,22.13,5.75,4.79,0.551,13.2,0.2,8.0,Carbon,0
226.7,25.7,9.38,6.66,0.621,19.1,0.76,10.0,Carbon,0
206.0,24.08,12.58,5.93,0.394,11.4,0.72,12.0,Stainless,1
175.0,23.69,6.78,5.41,0.611,12.1,0.77,12.0,Aluminum,1
138.0,21.79,8.49,3.9,0.354,23.1,0.72,12.0,Stainless,1
215.9,22.09,3.93,5.36,1.213,11.3,1.42,10.0,Stainless,0
215.3,26.08,8.23,7.11,0.682,18.5,0.64,6.0,Aluminum,0
178.3,22.5,10.39,5.42,0.386,10.8,0.64,6.0,Stainless,0
187.4,23.58,12.31,5.61,0.359,12.7,0.17,10.0,Carbon,0
157.3,23.59,7.62,5.25,0.487,13.3,1.6,8.0,Carbon,0
178.2,23.55,7.89,4.33,0.532,18.8,0.86,10.0,Stainless,0
187.0,23.38,6.47,5.77,0.676,15.4,1.45,8.0,Carbon,0
165.2,24.97,11.64,4.1,0.354,19.0,0.51,16.0,Aluminum,1
203.6,24.01,5.23,6.95,0.936,20.0,0.66,8.0,Carbon,0
145.1,22.17,7.4,3.51,0.435,17.9,0.07,10.0,Carbon,0
218.7,26.32,10.86,8.13,0.53,12.9,0.9,8.0,Carbon,0
229.2,25.34,9.33,7.89,0.623,12.7,0.6,8.0,Stainless,1
132.3,19.56,5.95,3.9,0.435,12.5,1.41,8.0,Carbon,1
157.2,22.24,8.88,5.27,0.394,12.1,0.52,5.0,Stainless,0
225.6,25.32,7.32,7.21,0.781,14.6,1.47,3.0,Stainless,1
169.4,22.31,7.1,4.81,0.532,12.9,0.39,16.0,Carbon,1
231.5,23.3,5.24,7.08,1.029,20.6,0.81,5.0,Carbon,0
206.0,24.14,3.07,5.76,1.619,15.3,0.68,5.0,Stainless,0
189.9,25.15,8.85,5.91,0.54,15.5,0.7,5.0,Carbon,1
259.3,25.17,6.4,8.06,1.02,21.4,1.29,12.0,Stainless,0
183.1,22.37,7.78,4.77,0.526,18.5,0.8,6.0,Carbon,0
159.7,23.26,11.09,4.55,0.335,16.2,1.12,10.0,Carbon,1
179.9,23.15,3.33,5.79,1.249,17.0,0.7,10.0,Aluminum,0
223.4,25.47,8.53,6.97,0.668,15.8,0.15,8.0,Carbon,0
210.6,24.99,8.89,6.22,0.592,15.8,0.33,10.0,Aluminum,1
189.2,22.85,5.56,5.96,0.778,11.0,0.18,16.0,Carbon,0
152.1,21.52,7.21,4.68,0.454,11.5,0.38,5.0,Stainless,0
188.8,23.12,12.05,6.4,0.362,19.5,0.29,10.0,Carbon,1
180.9,25.18,9.17,5.74,0.496,20.0,0.52,5.0,Aluminum,1
227.2,26.67,8.84,6.43,0.685,16.1,0.71,8.0,Carbon,0
208.4,24.17,4.85,5.9,1.039,16.9,0.92,6.0,Carbon,0
194.9,22.07,6.03,5.45,0.713,12.7,0.51,6.0,Carbon,0
181.9,21.45,4.55,6.08,0.857,15.8,0.76,3.0,Stainless,0
229.9,23.95,10.32,7.4,0.534,10.6,0.46,12.0,Carbon,0
176.8,22.14,7.16,6.12,0.547,20.9,0.76,16.0,Aluminum,1
162.0,21.27,7.94,5.45,0.434,13.3,0.51,10.0,Carbon,1
177.4,23.53,7.11,5.9,0.587,14.6,0.36,5.0,Stainless,1
240.6,27.54,7.54,6.81,0.879,11.6,0.53,6.0,Carbon,0
207.7,24.52,10.13,6.31,0.503,14.3,0.58,3.0,Carbon,0
119.6,23.51,4.8,4.19,0.586,21.3,0.14,8.0,Stainless,0
219.5,23.96,6.07,6.46,0.867,12.7,0.21,16.0,Carbon,0
130.7,23.16,5.49,3.93,0.551,18.2,0.33,6.0,Carbon,0
200.1,21.18,7.45,6.69,0.569,16.2,0.26,16.0,Aluminum,0
178.4,23.92,9.8,5.44,0.435,19.6,0.48,12.0,Aluminum,0
218.6,25.52,9.7,6.22,0.575,16.3,0.46,6.0,Carbon,1
195.1,23.13,6.7,5.96,0.674,14.8,0.94,10.0,Carbon,0
145.6,22.02,6.13,5.2,0.523,12.5,0.89,8.0,Carbon,0
182.9,24.12,8.41,4.7,0.525,19.8,0.86,5.0,Carbon,0
168.1,23.38,10.58,5.55,0.371,21.3,0.74,10.0,Carbon,0
198.2,23.71,5.12,6.1,0.917,13.4,0.82,5.0,Stainless,0
169.5,21.69,7.8,5.16,0.471,13.7,1.06,8.0,Carbon,0
161.7,23.67,7.7,5.0,0.497,9.3,1.33,10.0,Aluminum,1
212.5,23.2,12.83,6.5,0.384,19.5,0.4,6.0,Stainless,0
171.8,27.11,4.19,6.0,1.112,16.3,1.39,5.0,Carbon,0
196.0,24.78,3.7,5.68,1.311,10.2,0.52,12.0,Carbon,0
234.8,28.68,9.63,6.81,0.699,18.1,0.88,8.0,Stainless,1
146.6,22.77,9.51,5.13,0.351,16.5,0.49,12.0,Aluminum,0
203.5,24.63,7.82,6.73,0.641,16.9,0.69,8.0,Carbon,0
154.2,23.2,8.04,3.97,0.445,14.2,0.53,16.0,Stainless,0
130.5,21.83,3.0,4.08,0.949,12.7,0.63,10.0,Carbon,0
192.1,23.16,6.48,5.76,0.687,24.5,0.85,3.0,Stainless,0
200.2,23.75,7.3,5.56,0.651,14.5,0.65,6.0,Stainless,0
211.7,24.63,6.9,5.58,0.756,16.1,2.75,12.0,Carbon,1
187.3,23.75,8.12,4.62,0.548,17.3,1.16,12.0,Carbon,0
239.4,24.44,7.53,6.67,0.777,20.2,0.26,16.0,Carbon,0
162.3,22.05,13.3,4.17,0.269,13.5,0.64,6.0,Carbon,1
227.7,22.97,7.12,7.88,0.734,18.7,0.27,12.0,Carbon,0
222.3,23.77,12.77,6.39,0.414,14.0,0.38,10.0,Carbon,0
176.3,22.76,6.21,5.36,0.647,14.8,0.37,6.0,Stainless,1
180.6,22.53,7.75,5.6,0.525,22.3,1.18,8.0,Carbon,0
146.7,23.53,8.07,4.74,0.428,20.4,0.76,5.0,Aluminum,0
178.4,23.55,6.5,4.54,0.647,13.4,0.44,10.0,Carbon,0
244.2,25.18,9.69,7.75,0.634,17.9,0.53,10.0,Carbon,0
177.0,22.19,8.81,4.79,0.446,18.0,0.44,6.0,Carbon,0
173.6,21.57,6.31,4.89,0.594,15.8,0.69,10.0,Carbon,0
143.0,22.45,6.61,4.22,0.486,16.1,0.26,3.0,Carbon,0
188.8,23.08,7.22,6.51,0.604,14.3,0.64,6.0,Carbon,0
187.0,24.82,5.58,5.27,0.832,17.2,0.43,5.0,Carbon,0
164.4,22.11,6.03,4.18,0.603,16.4,0.9,12.0,Stainless,0
233.8,26.9,6.33,6.87,0.994,12.9,0.2,8.0,Carbon,0
207.1,22.47,5.71,5.26,0.815,14.2,1.0,3.0,Stainless,0
154.8,22.87,11.19,3.95,0.316,19.3,0.56,8.0,Carbon,1
229.3,25.36,8.68,7.61,0.67,18.6,1.05,10.0,Carbon,0
169.5,23.16,6.76,5.36,0.581,19.1,1.05,10.0,Carbon,1
133.0,20.83,3.38,4.53,0.818,20.6,0.08,8.0,Carbon,0
199.7,25.47,9.42,6.29,0.54,18.3,0.19,5.0,Stainless,0
187.2,23.6,6.27,6.44,0.704,17.5,0.43,6.0,Aluminum,0
182.5,24.0,7.0,5.61,0.626,15.6,0.37,16.0,Aluminum,1
158.6,21.95,9.81,5.73,0.355,17.1,1.21,16.0,Carbon,1
218.0,24.61,9.84,6.88,0.545,17.3,0.3,8.0,Carbon,0
218.5,25.07,8.06,5.29,0.68,15.8,0.07,16.0,Stainless,0
226.1,23.68,8.07,6.66,0.664,12.9,0.03,10.0,Stainless,0
203.6,24.54,7.83,6.19,0.638,23.5,0.89,12.0,Carbon,0
192.6,23.21,6.88,5.31,0.65,16.4,0.07,3.0,Carbon,0
180.4,22.71,9.26,5.22,0.443,22.7,0.76,10.0,Stainless,1
183.8,22.42,6.78,5.12,0.608,16.4,0.77,8.0,Carbon,0
177.7,24.18,4.69,4.97,0.915,18.9,1.59,8.0,Carbon,0
192.7,23.22,4.63,5.64,0.967,10.7,0.28,8.0,Stainless,0
202.2,23.97,6.68,6.36,0.726,16.6,0.53,12.0,Carbon,0
148.4,23.8,7.82,5.19,0.452,10.7,0.44,6.0,Carbon,0
212.2,26.29,10.47,6.74,0.533,13.6,1.18,16.0,Stainless,1
149.7,23.07,9.33,5.0,0.37,18.4,0.52,3.0,Carbon,0
196.9,25.35,8.21,5.69,0.608,16.0,1.24,6.0,Carbon,0
183.6,24.1,5.98,6.34,0.74,10.7,0.67,6.0,Carbon,0
224.0,22.47,7.56,5.78,0.666,16.4,1.01,8.0,Carbon,0
223.8,23.49,5.69,5.5,0.924,11.9,0.08,12.0,Carbon,0
211.6,22.97,7.39,6.01,0.658,18.0,0.64,6.0,Carbon,0
206.2,22.52,5.94,7.04,0.782,19.6,1.03,5.0,Stainless,1
205.3,23.47,11.44,5.68,0.421,10.1,0.14,3.0,Carbon,0
181.5,22.4,5.73,5.02,0.709,14.8,0.77,16.0,Carbon,0
139.5,21.89,6.17,3.15,0.495,17.2,0.45,10.0,Carbon,0
213.4,24.05,7.76,6.01,0.662,16.7,0.39,16.0,Carbon,0
273.4,27.6,8.84,7.51,0.854,12.1,0.41,16.0,Carbon,1
154.6,22.9,6.61,5.33,0.536,16.3,1.03,12.0,Carbon,0
181.3,21.89,4.48,5.6,0.886,21.9,0.91,16.0,Carbon,0
178.6,22.67,6.93,4.83,0.584,13.9,1.66,12.0,Aluminum,0
164.2,23.87,11.69,5.49,0.335,21.7,0.44,10.0,Stainless,0
198.3,22.77,6.15,5.86,0.735,19.9,0.64,8.0,Stainless,0
204.8,23.11,11.47,6.57,0.413,12.5,0.59,8.0,Carbon,1
216.0,23.58,9.23,6.24,0.552,13.3,0.57,10.0,Aluminum,1
206.6,23.83,8.4,5.97,0.586,14.0,0.71,12.0,Stainless,1
205.4,21.73,5.66,6.48,0.789,16.9,0.21,10.0,Aluminum,0
195.2,24.76,6.71,5.13,0.72,15.1,1.26,12.0,Aluminum,0
188.2,22.59,12.43,6.11,0.342,18.8,0.7,10.0,Stainless,1
155.3,25.07,7.76,5.48,0.501,16.1,0.84,16.0,Stainless,1
210.8,24.51,11.63,6.33,0.444,16.8,0.28,5.0,Carbon,0
192.5,24.59,8.94,6.03,0.529,11.7,0.57,16.0,Stainless,0
183.2,22.75,8.61,5.52,0.484,13.9,0.3,5.0,Stainless,1
269.2,26.45,10.1,7.57,0.705,20.0,0.09,5.0,Stainless,0
171.2,20.54,5.51,5.49,0.638,18.1,0.89,8.0,Stainless,1
198.6,22.92,9.41,5.78,0.484,17.0,1.44,5.0,Carbon,1
159.2,22.97,8.84,3.9,0.414,18.8,0.41,8.0,Carbon,0
220.5,26.13,11.48,7.17,0.502,13.5,0.37,3.0,Stainless,0
172.1,25.59,6.06,6.41,0.726,14.3,0.41,5.0,Carbon,0
219.0,23.72,7.69,6.62,0.676,16.5,0.37,5.0,Stainless,0
175.1,20.81,12.68,5.2,0.287,21.1,0.3,3.0,Carbon,0
147.5,21.84,6.75,4.6,0.477,15.8,1.33,6.0,Carbon,1
202.5,25.87,6.61,5.16,0.792,12.3,0.37,5.0,Carbon,0
180.9,24.8,6.8,5.21,0.66,13.1,1.32,5.0,Carbon,1
152.8,22.83,6.12,4.42,0.571,18.4,1.1,6.0,Carbon,0
203.1,25.15,9.98,5.31,0.512,20.5,1.32,12.0,Carbon,0
226.2,25.5,8.29,6.25,0.696,9.3,0.47,16.0,Carbon,1
214.5,25.29,10.8,6.75,0.503,22.2,0.99,6.0,Carbon,1
210.6,25.2,11.41,6.46,0.465,20.9,0.53,16.0,Carbon,0
206.3,22.43,8.32,7.25,0.556,10.8,0.93,8.0,Carbon,0
184.3,22.33,5.23,6.47,0.787,15.3,0.69,8.0,Carbon,0
200.0,25.7,7.35,5.49,0.699,16.8,0.58,16.0,Carbon,0
152.1,23.81,9.47,4.94,0.382,19.5,0.75,5.0,Carbon,0
145.2,21.91,4.38,2.91,0.727,20.8,0.65,16.0,Stainless,0
188.0,22.14,5.79,4.12,0.719,14.6,0.57,12.0,Carbon,0
185.0,24.27,11.38,6.1,0.394,12.5,0.64,5.0,Stainless,0
180.8,23.85,7.47,5.77,0.577,13.3,0.15,6.0,Stainless,0
164.6,22.83,9.26,4.59,0.406,17.0,0.67,10.0,Carbon,0
222.6,23.8,9.3,6.29,0.57,11.6,1.6,10.0,Carbon,0
162.2,21.43,7.27,4.9,0.478,17.9,0.3,5.0,Stainless,0
195.2,26.47,9.05,4.91,0.571,19.5,1.18,8.0,Carbon,0
179.1,23.96,11.03,5.57,0.389,15.1,0.63,5.0,Stainless,0
211.8,24.58,11.1,6.81,0.469,12.2,0.98,12.0,Carbon,1
188.5,22.46,9.58,5.87,0.442,16.1,0.49,3.0,Carbon,0
176.2,25.43,10.72,5.04,0.418,14.1,1.39,8.0,Carbon,1
236.1,25.5,4.1,6.91,1.467,17.7,0.26,8.0,Carbon,0
145.2,23.45,8.71,5.21,0.391,11.8,1.63,12.0,Carbon,0
177.5,23.78,8.38,5.31,0.503,17.3,1.29,12.0,Carbon,0
187.3,23.51,3.01,6.12,1.464,13.5,0.29,12.0,Stainless,0
201.3,25.77,6.94,4.14,0.748,19.7,0.28,5.0,Carbon,0
158.2,22.68,12.44,5.01,0.288,14.9,0.28,5.0,Carbon,0
219.4,25.09,9.39,7.02,0.586,20.5,0.75,6.0,Carbon,0
195.2,23.95,9.43,6.45,0.496,22.9,0.33,5.0,Carbon,0
170.4,23.24,4.61,5.03,0.86,16.3,0.8,5.0,Stainless,1
163.0,22.07,10.28,5.04,0.35,14.3,0.52,16.0,Carbon,0
155.5,23.66,12.43,5.03,0.296,16.6,1.18,5.0,Stainless,0
176.7,21.35,6.39,6.29,0.591,11.8,0.49,8.0,Carbon,0
209.5,21.96,5.07,6.32,0.908,19.1,1.37,16.0,Carbon,1
176.5,25.18,9.97,5.33,0.446,13.4,1.73,6.0,Aluminum,1
211.4,21.22,6.76,6.08,0.663,10.1,0.74,5.0,Carbon,1
217.7,25.43,5.11,5.52,1.083,12.1,0.51,16.0,Stainless,0
174.8,23.61,6.77,6.52,0.609,16.8,1.13,12.0,Aluminum,1
143.0,23.77,8.36,4.36,0.406,17.9,0.47,16.0,Carbon,1
223.3,25.35,9.85,6.75,0.575,12.1,1.02,16.0,Stainless,1
166.7,24.18,12.27,5.36,0.328,15.0,0.76,10.0,Carbon,1
184.2,23.82,6.57,4.39,0.667,15.6,1.61,3.0,Carbon,0
148.3,22.02,7.38,5.27,0.442,16.9,1.15,12.0,Carbon,0
160.9,24.25,3.73,4.38,1.045,14.0,0.5,5.0,Carbon,0
140.9,21.13,8.27,5.25,0.36,23.3,0.37,12.0,Carbon,0
131.4,21.48,7.63,4.74,0.37,15.1,0.53,10.0,Stainless,0
198.7,24.62,7.08,5.47,0.691,12.8,0.17,10.0,Stainless,0
189.2,22.33,9.87,5.21,0.428,14.9,1.0,6.0,Carbon,0
161.1,22.2,9.64,5.34,0.371,14.7,0.3,3.0,Carbon,0
243.6,25.01,9.2,7.39,0.663,17.4,0.58,6.0,Stainless,1
172.9,24.85,7.94,3.79,0.541,12.5,0.71,16.0,Carbon,1
208.3,24.67,8.89,6.85,0.578,15.0,0.26,16.0,Stainless,0
223.7,27.9,9.33,6.7,0.669,15.5,0.34,10.0,Carbon,0
194.9,22.37,10.88,6.38,0.401,17.1,0.75,5.0,Stainless,0
169.6,21.76,10.98,5.32,0.336,14.5,0.91,12.0,Stainless,1
186.2,27.68,3.0,4.86,1.718,14.6,1.12,10.0,Aluminum,1
250.8,25.81,6.44,9.07,1.006,17.1,0.09,12.0,Stainless,0
218.5,23.13,7.57,7.38,0.667,16.7,0.53,16.0,Stainless,0
154.1,21.32,10.1,4.54,0.325,13.9,0.39,12.0,Carbon,0
145.8,22.17,5.55,4.98,0.583,14.6,0.63,12.0,Aluminum,1
199.6,21.5,5.88,5.51,0.729,17.7,0.93,12.0,Carbon,1
226.9,26.54,8.49,6.64,0.709,17.5,0.14,10.0,Aluminum,0
211.8,24.54,7.8,6.96,0.666,16.8,0.68,3.0,Carbon,1
206.8,23.12,7.46,6.61,0.641,16.4,0.12,5.0,Carbon,0
206.5,25.63,12.5,6.11,0.423,17.3,0.79,10.0,Stainless,1
197.5,24.16,4.18,6.46,1.14,17.9,0.66,10.0,Stainless,1
185.3,23.84,11.07,4.74,0.399,18.3,0.2,10.0,Stainless,0
178.6,24.34,5.81,5.4,0.748,12.6,0.59,3.0,Carbon,0
143.4,22.12,8.32,4.34,0.381,13.9,0.54,10.0,Carbon,1
248.5,25.06,10.11,8.01,0.616,14.3,0.27,8.0,Carbon,1
